,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,3c494sJzoICdO68U1ic8RR,I'm Workin',Charley Crockett,56,2016-06-06,False,0.771,0.807,5,-4.582,0,0.596,0.00505,0.0915,0.962,94.02,152933,4
1,4AeNe1ZPKFiPg57bvK6fti,Classics Of Love,Common Rider,47,1999,False,0.616,0.624,11,-5.247,1,0.0198,0.0,0.199,0.524,181.211,141080,4
2,5WkdUI1HSksS0hDN6ZB0AV,Ready to Win,Tokyo Police Club,42,2018-10-05,True,0.654,0.639,8,-7.504,1,0.0785,0.000103,0.0786,0.768,156.966,195067,4
3,47b8PghKzGQ3sLtUZfa0r8,Casting Agents and Cowgirls,BUSDRIVER,0,2007-01-30,False,0.678,0.741,7,-4.634,1,0.124,0.0,0.519,0.568,92.485,197200,4
4,15kNMKw4TXkglrM043FfJf,Rolling Stone,Slightly Stoopid,46,2015-06-29,True,0.691,0.856,9,-6.028,1,0.0843,0.282,0.215,0.78,154.26,239853,4
5,1geAoz2QzafYdcLYTTlCzB,Pursuit of Happiness,Honeybucket,36,2015-08-08,True,0.762,0.671,2,-6.071,1,0.0705,0.0,0.178,0.949,114.013,213120,4
6,6URM0i4a8gng1WFB1Krnte,Olde Tyme Mem'ry,Mischief Brew,44,2016-02-02,False,0.517,0.327,5,-9.923,1,0.506,0.0,0.0982,0.541,92.343,299427,4
7,6HhSXfE5awuROXf2Bu7J2i,Shine Bright,Mr. Lif,1,2015-08-07,False,0.808,0.736,10,-7.028,0,0.0458,1.79e-05,0.156,0.731,104.037,271796,4
8,1rJSHJvN6kX8fhEejOkdlM,Your Motherfucker,Mondo Cozmo,26,2018-06-29,True,0.535,0.949,10,-6.153,1,0.0258,0.0,0.18,0.622,100.001,185533,4
9,5iKjfbS3zz0Riv8kSRxxyw,Night Moth,SunSquabi,0,2019-01-11,False,0.538,0.844,1,-6.763,0,0.0072,0.831,0.0586,0.338,112.02,452276,4
10,42zdrf0NXR6l0n3kSNa2am,Take a Sip,Skrizzly Adams,0,2019-11-15,False,0.589,0.86,8,-4.3,1,0.00777,0.0,0.18,0.878,159.982,201886,4
11,1zQVC46T0qwHY1AMqBbAVg,Let My Baby Ride,R.L. Burnside,1,1994-04-06,False,0.769,0.68,7,-9.731,1,0.255,0.13,0.325,0.507,95.986,180467,4
12,6iUYqKyjgFBiHwRQPlltWn,Montana,Pierce Edens,46,2012-06-29,False,0.627,0.566,0,-7.164,1,0.53,0.0,0.111,0.65,119.978,309735,4
13,1ynhSIFjOVPvL7lGCOBIOA,Silver Sun,Cabinet,0,2020-05-11,False,0.699,0.526,7,-15.323,1,0.123,0.733,0.12,0.444,94.927,323757,4
14,7FAoO86nNFHQHfDucuJDFd,Wait for Me Virginia,Hollis Brown,33,2015-05-04,False,0.308,0.481,0,-7.906,1,0.00397,0.000139,0.0902,0.376,143.398,300589,4
15,7lXTraXjxLrncrRqS6MQZV,Mange,Deer Tick,42,2010-06-09,False,0.346,0.737,5,-6.682,1,0.0264,0.363,0.497,0.499,95.263,316227,4
16,1VJ7wyKWyXuhLxCMnk8EMT,Shake Me Down,Broken Witt Rebels,22,2017-11-24,False,0.523,0.652,4,-4.942,1,0.166,4.11e-06,0.0978,0.275,157.989,225626,4
17,3BNLfv2vvr1AH4nDarLyDc,Sucker For A Good Time,Brent Cobb,43,2018-05-11,False,0.57,0.646,9,-7.245,1,0.0645,1.16e-05,0.0924,0.802,130.302,300907,4
18,4DnVdUezpTeNJJeWTxRDMp,Day-to-Day Blues,Howlin' Sun,32,2018-02-02,False,0.354,0.843,5,-6.784,1,0.0683,0.492,0.109,0.39,160.281,295438,4
19,3kOf02KAeXigIu3vydTHmE,The Garden,July Talk,43,2013-01-01,False,0.629,0.666,9,-5.707,1,0.039,0.00164,0.167,0.602,127.04,170293,4
20,42T2pnCDikxC54Sdyqkltq,Black Eye,Bargain Music,33,2005-01-01,True,0.563,0.549,4,-9.362,1,0.0542,0.00177,0.292,0.621,152.509,310520,4
21,0WjMFlPfM73K02rAeC2JAf,Cobracoustic,Cobra Skulls,36,2007-07-03,False,0.654,0.486,0,-9.473,1,0.741,0.0,0.0977,0.373,81.7,168120,4
