,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,26w0JXRaBnudUINF5sR2zK,Folsom Prison Blues,Everlast,39,2008-09-21,False,0.515,0.885,11,-4.076,1,0.000145,5.69e-05,0.344,0.649,100.59,207413,4
1,5YxWVwME2nR2VkfVDJHXKH,We Can't Make It Here,James McMurtry,43,2005,False,0.425,0.711,0,-7.557,1,0.62,0.00205,0.108,0.441,81.761,426053,4
2,3lNuWTDGqmFmP0Mv3ojoGI,Orlando's,Twiddle,32,2017-04-28,False,0.432,0.866,0,-5.626,1,0.0856,0.022,0.073,0.513,102.311,575855,4
3,3v75DgGrZYFH8ry6F20957,I'm Afraid of Americans - Nine Inch Nails V1 Mix,David Bowie,44,1997-01-30,False,0.7,0.823,1,-7.891,1,0.011,0.00498,0.0745,0.779,80.03,331200,4
4,1XPnrn4u3xb4ejqokC2wj4,All Together,Wookiefoot,33,2009-09-26,False,0.727,0.91,10,-4.498,1,0.0844,0.0,0.119,0.643,104.956,233613,4
5,0BymeNJ4kZnNxVkIsauFaS,King Of Pain,Mudvayne,24,2007-11-23,True,0.601,0.935,11,-4.802,0,0.000854,1.73e-05,0.0621,0.202,124.988,276307,4
6,7EOfeRdqcKPcjzEjbc3liP,Soul’s Too Loud,The Revivalists,43,2010-03-13,False,0.658,0.801,4,-5.007,0,0.021,0.0,0.153,0.689,104.06,289293,4
7,565lBfd8hQnUCbGlBHC8ss,Alcohaulin' Ass,HELLYEAH,11,2007-04-07,False,0.543,0.713,2,-3.431,0,0.00995,4.17e-05,0.122,0.239,76.515,234200,4
8,1BUT4Oo41KlMz8uld4vmt5,Harvester of Constant Sorrow,The Native Howl,37,2019-10-25,False,0.414,0.945,11,-3.417,0,0.0447,8.57e-05,0.145,0.706,167.397,285579,4
9,2f8nf51ngxgJDWgoRnboy6,Brother Lee,Citizen Cope,36,2006-09-11,False,0.652,0.938,8,-3.38,1,0.114,0.0,0.0851,0.765,153.813,229088,4
10,6PDBcqHNIg5cOojcCkhxYM,"Ratfinks, Suicide Tanks And Cannibal Girls",White Zombie,51,2008-01-01,False,0.561,0.958,1,-5.612,0,0.000173,0.18,0.0479,0.163,100.01,232520,4
11,2ztuZjGZ7uHwQ3jTKZyQKm,Helter Skelter,Marilyn Manson,59,2018-07-11,False,0.4,0.968,7,-4.421,1,1.2e-05,0.155,0.106,0.434,144.054,215938,4
12,01CoJ5SrLd5V9nm9oD3b1m,Midnight Rider - Recorded at Spotify Studios NYC,Train,38,2017-08-02,False,0.613,0.711,7,-7.614,1,0.00159,0.000981,0.141,0.432,91.954,201093,4
13,5744tkeDwL5Hq2RNZDBuEL,Hotwax,Beck,37,1996-01-01,False,0.725,0.696,1,-8.576,1,0.0712,0.00335,0.136,0.61,87.422,228960,4
14,3uQFmhiS49mXaEw2DZbZRr,Hard Working Man,Marcus King,53,2022-08-26,False,0.497,0.718,5,-4.701,0,0.0293,1.85e-05,0.642,0.712,127.503,217067,4
15,3jy08ikNpLSvMLFV6Glmmn,Bartender,(Hed) P.E.,41,2000-09-01,True,0.669,0.8,6,-6.028,1,0.00258,1.58e-06,0.0767,0.45,96.123,241040,4
16,6tpGF2kYnrqO0S44jKxduZ,Breakdown,Tantric,60,2001-02-13,False,0.569,0.945,8,-5.673,0,0.00936,0.0,0.121,0.483,100.04,190667,4
17,5KpdLGejZ1Nlx0RYXhMw9i,The Wrong Thing to Do,Mudcrutch,38,2008-03-25,False,0.573,0.637,7,-6.349,1,0.00844,0.0,0.173,0.397,119.275,249347,4
18,2Wgh2GmDV3g9IZTCuAUkYf,Mouthful Of Cavities,Blind Melon,49,1995-01-01,False,0.338,0.529,4,-9.864,0,0.165,0.0162,0.344,0.445,98.098,214800,4
19,3PEEDhkTOwRBT6wGT390nJ,Jesus Built My Hotrod,Burn The Priest,34,2018-05-18,True,0.541,0.991,6,-5.224,1,4.16e-05,0.404,0.652,0.451,124.999,373987,5
20,252T5dAokvMiNzXZchojoH,Bath Salts,Highly Suspect,59,2015-07-17,True,0.249,0.68,9,-5.444,1,0.00105,0.0128,0.116,0.143,189.879,239813,3
21,1LkYAkYzqq7TbJTGfx3ixY,Supernaut,1000 Homo DJs,38,2014-01-07,False,0.632,0.975,11,-8.236,0,0.000181,0.521,0.077,0.185,119.957,402707,4
22,7CzFVoOW2uFsY1nkyMvq1Y,Rob The Prez-O-Dent,That Handsome Devil,45,2008-08-05,False,0.359,0.921,0,-5.376,1,0.298,0.0,0.293,0.609,199.383,201360,4
23,0jd1Y8VZD0Pg1B1aZlCMub,Pencil Fight,Atomship,44,2004-01-01,False,0.632,0.938,0,-5.426,0,0.001,0.000264,0.265,0.494,119.941,215040,4
24,2PGaYCles9SXXCjYOcjyfk,Too Much To Think,311,46,2017-06-23,False,0.583,0.9,3,-6.085,1,0.0319,3.84e-06,0.151,0.867,147.01,234451,4
25,2lnLLh785XDG0wQTDslZa9,Money,The Beaches,46,2017-10-13,False,0.564,0.903,11,-5.891,0,0.00106,0.0011,0.144,0.689,142.004,196173,4
26,30bDpLQeAcMH10IAjsCQCS,Broken Hearted Savior,Big Head Todd and The Monsters,48,1993-02-23,False,0.551,0.703,7,-8.168,1,0.0206,0.000408,0.0969,0.475,76.51,261533,4
