,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,2dZRsYQUm4MJ5HlshwNQVu,Don’t Let Me Get Lonely,The Record Company,46,2016-01-01,False,0.461,0.757,11,-4.169,0,0.688,1.98e-06,0.363,0.842,197.012,152440,3
1,1Fa7xpSR2AcRpbtVgcadmA,Five Bullets,Anders Osborne,41,2013-10-01,False,0.491,0.773,7,-3.67,1,0.00583,0.0479,0.589,0.504,156.588,190547,4
2,567STpJvWWMZh05m3paPLO,Cold Companion,The Arcs,43,2015-08-28,False,0.581,0.517,7,-9.565,1,0.032,0.00754,0.4,0.543,153.384,235307,4
3,4cbUxPcH6bLA5H1ZADXFmx,The Band Marches On,Ghostland Observatory,30,2010-10-05,False,0.746,0.754,1,-5.809,1,0.0106,0.00545,0.109,0.293,105.046,228653,4
4,3hdx96ToWSDdbJWzi0saAF,Gone for Good,Samantha Fish,37,2017-11-03,False,0.703,0.809,0,-8.873,1,0.0806,0.00877,0.33,0.523,114.138,237557,4
5,1h80qNOdawNexSq9eloW4t,Something for Nothing,The Reverend Peyton's Big Damn Band,45,2012-08-07,False,0.695,0.639,10,-5.724,0,0.0559,0.676,0.1,0.342,111.138,219280,4
6,67yAUxiPOg0IW7wx3SGF1V,Struggle,Ringside,28,2005-01-01,False,0.681,0.696,4,-5.066,0,0.019,0.0311,0.225,0.574,115.991,233907,4
7,0BHZE1DcK2EP4j7Q5SS9tA,My Heart Is Dead,Theo Katzman,33,2017-01-06,False,0.839,0.491,1,-6.732,1,0.047,4.2e-05,0.208,0.78,106.03,195624,4
8,2TOikVWK3qxyg11os6loS6,Cosmic American Blues,OJR,32,2020-03-27,False,0.683,0.747,11,-9.002,1,0.0169,0.00065,0.43,0.497,114.991,249813,4
9,3li81Hq4UMXw8iDQboaL2y,Forgiveness Through Pain,The Yawpers,34,2019-04-19,False,0.374,0.951,10,-4.4,0,0.0189,0.0112,0.0933,0.48,132.835,180587,4
10,2Avu7FVZR8ktvT6Yp1L52C,The Bump,Deer Tick,31,2011-10-24,False,0.54,0.815,4,-7.958,1,0.455,4.72e-05,0.152,0.64,123.551,208533,4
11,5g8Cbvq6x7VrfS5BEhiBoG,Derby Day,Cheeseburger,21,2007,True,0.366,0.983,9,-3.977,1,0.0893,0.00308,0.116,0.233,119.548,208547,4
12,5S5TYAwnVIfm2o8CblQyvI,You Got Me,Crash Kings,27,2009-01-01,False,0.441,0.96,7,-3.762,0,0.0134,0.00948,0.301,0.472,141.421,275000,4
13,56KZgFYBVqgIlxBFpPfmue,Baby Please Don’t Go,Billy Gibbons And The BFG's,38,2015-11-06,False,0.576,0.904,2,-4.323,1,0.0307,0.131,0.129,0.64,82.046,149333,4
14,1j0S5iV8KPvBnUIRzzhGYr,The Real Thing,Audra Mae,27,2012-02-14,False,0.747,0.851,2,-6.991,1,0.381,1.93e-06,0.173,0.857,97.875,176347,4
15,3EYyQwjm0TFSABbCLrqkHz,All's Well In Milton Keynes,The Company Band,35,2009-11-10,False,0.706,0.542,0,-8.675,1,0.000629,0.21,0.0832,0.471,124.07,292880,4
16,6a3m2VQtbFyyZD4tpoPhug,Beat Down,Mister Heavenly,31,2017-07-26,False,0.697,0.891,2,-4.869,1,0.0597,0.000296,0.0863,0.928,113.991,194835,4
17,2abHKI9Oox4NBEhOh3HMbq,Country Song,Seether,67,2011-01-01,False,0.63,0.86,0,-6.117,1,0.00115,1.19e-06,0.231,0.911,95.978,229720,4
18,5sr7mtcaTjlqUDHaqbAJnW,Never Swim Alone,Death From Above 1979,36,2017-09-08,True,0.464,0.824,1,-5.217,1,0.00468,0.0337,0.198,0.521,165.932,154470,4
19,5gHeOORcsQSR3XjnbgUySU,Ruby,Eric Nally,36,2017-07-09,False,0.688,0.723,9,-4.995,0,0.00893,0.000153,0.112,0.657,129.006,238726,4
20,3IH1boWM7c0z4MHx1Be9E5,Terrified,The Rural Alberta Advantage,31,2014-09-23,False,0.607,0.85,7,-6.267,0,0.145,2.94e-05,0.0993,0.233,117.147,183954,4
21,7uHw1z0wMpgvgiDiNy6RJE,Rolling 7s,Dirty Honey,51,2019-03-22,False,0.582,0.764,10,-4.556,0,0.000943,0.0133,0.109,0.406,95.103,255193,4
22,21S24fbTJIF8iOsYsv6ztf,Stone Age,David Ramirez,26,2017-09-08,False,0.289,0.711,9,-4.959,0,0.158,0.000375,0.126,0.526,166.278,306707,4
23,08HibA7HSvc02g8C1hBRqJ,Shotgun,Earl Greyhound,40,2010-07-23,False,0.254,0.906,7,-4.693,1,1.62e-05,0.0179,0.222,0.434,146.994,288893,4
24,0y75mnuhTgpf6cBnplqDjI,Cut the White,Palm Palm,42,2022-04-19,False,0.751,0.662,2,-4.888,1,0.0853,6.28e-06,0.173,0.815,108.186,294516,4
25,4rqevMJHSJ2nuSqMPpIF5E,Door to Door Cannibals,Chevelle,46,2016-07-08,False,0.496,0.825,7,-4.445,1,5e-05,0.759,0.0379,0.582,147.158,275600,4
26,1qVRnP3NeKUGkSS5KsQZzr,Electric Bones,Findlay,41,2017-03-03,False,0.592,0.879,1,-4.365,1,0.000911,0.00288,0.902,0.671,94.958,192067,4
27,0kjpMEvaU0jQ1Ao6mVCnQu,Plunder,The Felice Brothers,8,2016-06-24,False,0.383,0.828,0,-6.322,1,0.033,3.05e-05,0.35,0.845,135.067,221907,4
28,52zzQN33xPsi9seGR91OFD,Saturday Night Blues,Natural Child,33,2014-03-03,False,0.489,0.857,2,-6.089,1,0.228,0.0946,0.383,0.972,141.507,251893,4
29,2tmUV0BmTTIt76pqQLcvEc,Seed Of Memory,Terry Reid,26,1976-01-01,False,0.625,0.302,5,-11.561,0,0.189,2.81e-05,0.0616,0.234,130.424,326867,4
