,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,5qggkgJKlYaEXmOBRCMACO,Say Shh,Atmosphere,41,2013-11-25,True,0.87,0.775,6,-3.209,1,0.032,0.0,0.351,0.9,84.003,294160,4
1,4JkXSTZzuj4FpvfFkc6qnu,Get Off This,Cracker,46,1993,False,0.517,0.921,0,-8.11,1,0.000886,0.000686,0.0817,0.679,108.205,266000,4
2,678A8OYZzQlU26LORi2uBR,Cursed,Current Swell,0,2011-01-26,False,0.563,0.802,2,-7.291,1,0.121,2.98e-06,0.63,0.822,132.119,172813,4
3,6J17MkMmuzBiIOjRH6MOBZ,Rock and Roll Ain't Noise Pollution,AC/DC,68,1980-07-25,False,0.576,0.659,9,-5.617,1,0.041,0.0,0.0587,0.717,94.853,266040,4
4,360RVyAkQoUxqTI7lkiVEL,Rise Up,Tom Morello,29,2010-01-01,True,0.691,0.925,2,-3.215,1,0.00358,2.25e-06,0.439,0.739,93.023,230680,4
5,0aFaTNe0oQtCxOLGPJG0yC,The Baddest Man Alive,The Black Keys,31,2012-11-19,True,0.526,0.798,9,-8.164,0,0.0803,0.00213,0.54,0.303,168.635,230907,4
6,7mh96u772GLSRvnE473nGJ,Supernaut,Brownout,33,2016-10-28,False,0.549,0.836,6,-6.614,1,0.0016,0.939,0.169,0.887,123.299,187684,4
7,0tvei0vrXWDmpfX8XLfjx1,11:11 - Radio Edit,Dinosaur Pile-Up,0,2016-06-03,False,0.314,0.756,6,-5.875,1,0.00025,0.28,0.288,0.926,94.835,198205,4
8,2rqq8R7Sp7Zr1WEQZ9bNQd,Blackjack Moon,7Horse,42,2011-11-11,False,0.414,0.923,0,-3.527,1,0.000808,2.17e-06,0.167,0.96,174.152,153519,4
9,4nK62z4lJEBFFZfVfi8lkK,Big Bad World,Authority Zero,38,2010-06-22,True,0.61,0.816,9,-5.548,1,0.0657,0.0,0.212,0.765,141.94,296080,4
10,6jO4NN4imaSyCUVK3Tnoar,Scarecrow,Counting Crows,37,2014-09-02,False,0.449,0.809,7,-5.65,1,0.176,3.95e-05,0.0786,0.795,150.091,287093,4
11,5wokn9ia6HcvKiHhwGjOhc,Ha Ha Ha Ha (Yeah),White Denim,33,2016-03-25,False,0.713,0.911,9,-5.45,1,0.00808,0.0,0.131,0.927,134.822,233960,4
12,0CfUA7YMdU8ApQ9JD2pC1G,Barton Hollow,The Civil Wars,38,2012-01-26,False,0.403,0.659,2,-7.338,1,0.123,0.0,0.0857,0.435,90.854,205773,4
13,5vFDDcEKlNlCfrPWmv3QvR,Juicy,Better Than Ezra,41,2005-05-31,False,0.775,0.495,0,-5.608,1,0.00217,0.0493,0.0674,0.822,101.879,233853,4
14,7DWzozvYIVeWmIMVMmSnRe,Party Like A Rock Star,Sprung Monkey,36,2001,False,0.57,0.846,5,-5.815,1,0.138,0.0,0.037,0.943,174.856,205040,4
15,39upzShiWUjweO2v6Ewfjw,"I'm Bad, I'm Nationwide",ZZ Top,46,1979-11-08,False,0.661,0.522,7,-13.05,0,0.373,0.00058,0.0733,0.897,102.454,286573,4
16,5tFzUj1jV09bo4wBQWSbDl,Bad Habit,The Offspring,64,1994-04-08,True,0.354,0.73,2,-7.581,1,0.0251,0.0,0.106,0.383,148.08,223907,4
17,3fR0qvNve4KHzVVLKFJUsf,"Cornbread - Live at Radio City Music Hall, New York, NY - April 2007",Tim Reynolds,34,2007-08-14,False,0.499,0.806,0,-6.767,1,0.778,0.0,0.82,0.703,103.655,276200,4
18,7FarEUulyG9dzI14DxqoVQ,Taper Jean Girl,Kings of Leon,45,2004-11-09,True,0.61,0.798,11,-6.91,0,0.0443,0.00035,0.109,0.94,124.128,185280,4
19,6ozgy9rS2Hb8TWheTVUSb5,The Boxer,Carbon Leaf,36,2001,False,0.508,0.935,2,-4.233,1,0.0242,1.3e-06,0.131,0.852,134.435,206467,4
20,7n3WO6ESKS1uCI9fgkGs66,I'd Love to Change the World - 2004 Remaster,Ten Years After,68,1971-08,False,0.383,0.516,9,-12.032,0,0.202,0.193,0.114,0.371,118.144,224133,4
21,08Ww0BekbVGfgDThK3zQkg,Race You to the Bottom,New Medicine,46,2010-09-28,True,0.647,0.947,11,-2.67,0,0.00157,1.31e-05,0.108,0.819,116.029,178013,4
22,4pvZP3I6ENPO1XrAiCIRuS,Burning Down The House - Live,WALK THE MOON,32,2012-06-19,False,0.508,0.788,11,-4.875,1,0.000672,0.000989,0.943,0.188,102.071,230427,4
23,0ByWGcD78UFIWyr3vNLhjs,Glow,Alien Ant Farm,48,2003-08-19,False,0.607,0.94,0,-3.266,1,0.029,0.0,0.164,0.791,144.081,197293,4
24,0bIg6KcTRSCxyILJ2GrHBT,Coconut Dracula,Islander,38,2014-07-08,False,0.409,0.945,11,-4.295,0,4.82e-06,0.0195,0.0561,0.267,164.907,247613,4
25,78IPQd2PaUQTDgTlPnnJbi,Don't Tell Me How to Live,Monster Truck,26,2015-02-19,False,0.332,0.91,2,-5.004,0,2.33e-05,0.081,0.345,0.35,150.616,266093,4
26,6fODS1zKoou1SC2sOEulNx,Sail,DevilDriver,39,2013-01-01,False,0.451,0.963,3,-4.288,0,0.000736,0.0101,0.373,0.114,119.055,244493,4
27,6rPAsWugTohlV1IUrsWNSG,Don't Think Twice,Mike Ness,48,1999-01-01,False,0.496,0.947,8,-4.694,1,3.21e-05,0.524,0.116,0.898,110.883,227133,4
28,4ZimkIYHB032BXtoZWXVD6,Take It On Faith,Matt Mays,37,2012-09-04,True,0.379,0.862,9,-5.751,1,0.000196,0.0382,0.0614,0.405,128.49,266896,4
29,3mbAFga4eIOCP8rugOv7gk,The Dead Heart,Alexisonfire,27,2010-01-01,False,0.487,0.598,11,-12.417,0,0.000151,0.631,0.13,0.392,141.675,269026,4
