,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,4Fc62OkXYtEOjMmaSyJoQY,Run,Rainbow Kitten Surprise,9,2015-04-25,False,0.544,0.625,10,-6.797,0,0.00384,0.00657,0.0889,0.43,75.243,210080,4
1,2hOimEuohyb2gzdcjyangH,All Hail the Queen (Ma Belle Reine),Ivan Neville,30,2015-05-05,False,0.575,0.903,4,-4.291,0,0.0859,0.0,0.151,0.639,175.816,163509,4
2,5E6U7NRU3l63MRchRBpSVR,Ocean,Bonerama,36,2007-04-10,False,0.452,0.745,9,-7.254,1,0.0291,0.0889,0.972,0.62,84.297,283493,4
3,1pl5DZtjvXUGDHd8xxWUch,Oh Lord,Roots of Creation,40,2016-04-22,False,0.716,0.658,6,-5.029,0,0.00582,0.0,0.0933,0.689,147.043,254547,4
4,0jtoGPnkQlYHO55qsweNMD,Mr. Oysterhead,Oysterhead,39,2001-10-02,False,0.692,0.863,9,-6.809,1,0.00429,0.00163,0.284,0.814,108.298,290693,4
5,0V1DrX62PgHQzlPdYxoLPN,Pimps (Free Stylin At The Fortune 500 Club),The Coup,0,1994-10-18,True,0.697,0.649,11,-9.753,0,0.246,0.0,0.318,0.695,90.093,305093,4
6,34V4vczLqFx2pXvh4mnvZ5,Hotel Whatever You Like,Safety Orange,44,2013-06-20,False,0.776,0.531,6,-10.413,1,0.158,5.78e-06,0.11,0.529,87.524,258693,4
7,1XRmAHE0zgMhpTZOfnJUcU,Lonely One,Madchild,40,2009-10-27,True,0.927,0.686,4,-6.828,0,0.0651,0.000102,0.106,0.568,121.02,207440,4
8,380wUxB3lRDD92Wa2k0jn7,Oh-Lawd,Jarv & Thief,34,2017-01-01,True,0.841,0.834,2,-6.92,1,0.0995,0.0,0.106,0.716,100.007,242267,4
9,0UvfJoPNe9ZKfu5fpLdFHB,Jeremiah Weed,Dos Gringos,39,2003,False,0.704,0.495,2,-6.612,1,0.828,0.0,0.192,0.551,128.51,197800,4
10,5e1F1cUxpvVxPZHr3YG66g,What The?!,311,39,2019-07-12,False,0.632,0.918,4,-6.085,1,0.00187,2.02e-05,0.0458,0.846,92.006,214667,4
11,4I3Q9gvRmrb8AphH1x4lVd,"Girl, Lately Things Have Been Changing",The Beautiful Girls,29,2005-01-01,False,0.531,0.316,0,-11.391,0,0.21,0.309,0.0737,0.703,66.905,236360,4
12,4xbV8eae1uGc0winpPCbVx,Mainstream Kid,Brandi Carlile,22,2015-03-02,False,0.562,0.95,2,-5.606,1,0.0609,0.00796,0.0954,0.56,117.889,259042,4
13,5hyZ7DRzHaJpg1uyt1mr9X,Starry Safari,Dave Hillyard,34,2007-06-26,False,0.849,0.811,2,-6.908,0,0.344,3.16e-05,0.191,0.832,96.74,173560,4
14,3a8Rt2tPSeTkpx5fZDf730,Melting Pot,Nappy Roots,41,2015-05-05,False,0.614,0.891,9,-5.607,1,0.201,0.0,0.524,0.487,180.085,198015,4
15,6iOsFTFnKg3rg106SJhF1y,Pistol Dave,Blue Raspberry,12,2019-03-29,True,0.584,0.716,8,-6.521,0,0.115,2.31e-06,0.161,0.405,176.064,273390,4
16,5NiRlNvtVHook7khw6QVDc,Poets,The Tragically Hip,52,1998-01-01,False,0.605,0.813,0,-6.743,0,0.123,0.000586,0.0749,0.842,119.397,239427,4
17,15hYBRR0N1UKvxYb4KbCqV,Beer,Cory Morrow,32,2003-07-22,False,0.382,0.927,9,-4.219,0,0.011,0.000293,0.695,0.585,101.448,482827,4
18,1NZMJ8iDYcEAmZul4RUsBb,Middle Brother,Middle Brother,40,2011-03-01,False,0.485,0.87,2,-4.781,1,0.0796,0.000101,0.664,0.961,170.202,192453,4
19,3Ka76BnYHotgd40hw9bCmy,Are You Dumm?,Spark Master Tape,18,2019-05-19,True,0.689,0.797,6,-1.374,0,0.0434,0.00444,0.229,0.487,140.042,186000,4
20,5RgN46uIIkNZ95PT6ri4HZ,I Need More Love,Robert Randolph & The Family Band,39,2003-07-22,False,0.562,0.947,11,-7.424,0,0.046,0.0361,0.128,0.788,123.7,222133,4
