,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,2YfyYXqcdCDc7AlJZvLDq5,Blood & Wine,Dustin Kensrue,41,2007,False,0.444,0.765,4,-5.453,1,0.16,1.82e-05,0.145,0.475,119.215,119773,4
1,08Ys3244upKhrzRMl2EWXI,The Pot,Sophia Urista,20,2019-11-15,True,0.495,0.759,0,-6.304,1,0.0197,0.00138,0.167,0.387,107.12,381398,4
2,73FCm4ffzsm3UZY6ZTzqUn,Dope Is Dope,Hard Working Americans,30,2016-05-13,False,0.604,0.712,5,-5.447,1,0.289,0.0,0.0957,0.582,108.05,202111,4
3,5sOhS3m45IPP9sUBXXlYGI,I Don't Care About You,Lake Street Dive,43,2016-02-19,False,0.395,0.438,4,-7.823,0,0.00764,2.72e-06,0.354,0.365,110.36,217680,1
4,229GXCWmCjXAnrYiMYlAb8,Life Like Mine,Welles,0,2017,False,0.406,0.737,0,-9.255,1,0.0222,0.0,0.221,0.693,155.902,225890,4
5,7w88bx3eMR1lt5ZeMoJJMb,Going Down Tonight,Honey Hounds,40,2019-11-15,False,0.788,0.854,4,-4.484,0,0.114,0.00152,0.0586,0.905,107.999,235376,4
6,5jaf8RW6QLzz3HIc3zBaoF,High Society,Ledinsky,30,2016-07-15,False,0.481,0.634,0,-4.126,1,0.355,0.0,0.138,0.461,59.477,190808,4
7,1U59X17aVIvYY8roaij66J,Shuffle Your Feet,Black Rebel Motorcycle Club,42,2005-08-22,False,0.54,0.758,11,-6.6,0,0.235,0.000364,0.357,0.637,144.655,173387,4
8,1EQQkLOwDmQFk6PX253YVc,Let's Bounce,Supersuckers,35,2015-10-16,True,0.584,0.912,7,-4.627,1,0.0166,0.0,0.12,0.788,133.928,156096,4
9,4ic9ViOuj6obHWXrAxLjun,Im on Fire,Head Like A Hole,39,2000-10-26,False,0.369,0.781,3,-5.593,1,0.00171,0.61,0.112,0.393,86.407,242240,4
10,5RFxXhOOTnNkrKyP9Mjb8L,Charles William,All Them Witches,48,2013-01-15,False,0.425,0.704,2,-8.544,1,0.00775,0.013,0.0975,0.0901,151.424,345120,4
11,5LPx6fu4vKk8FheRq2DAn0,Pictures Of Matchstick Men,Camper Van Beethoven,45,1989-01-01,False,0.39,0.836,7,-9.975,1,0.00818,0.000151,0.0601,0.372,161.593,249693,4
12,2DpTvE7NeTPkiMnf90RsA0,3 Am,The Heavy Pets,32,2011-10-16,False,0.679,0.72,0,-8.091,1,0.0959,0.000125,0.132,0.908,81.991,395227,4
13,7E1dxMSLIB4ZSWEdm6zPM3,Don't Eat Your Fingers,Organ Freeman,27,2017-09-12,False,0.662,0.571,10,-9.095,0,0.000345,0.838,0.127,0.54,124.037,408453,4
14,62spTYQWuyAPjW8he1oeZp,Cortez the Killer - Live,Built To Spill,33,2000-03-07,False,0.453,0.727,4,-5.768,0,0.0003,0.276,0.955,0.337,116.845,1230400,4
15,3xSdEH8yjB0hiCcj9CG0xR,I'm On Fire,Town Mountain,58,2008-10-16,False,0.47,0.391,5,-12.285,1,0.394,0.0394,0.105,0.408,169.897,213827,4
16,1nsH8EJpdLt2ZgzuFpiyw5,Oh Well,The Rockets,56,1978,False,0.589,0.912,9,-7.123,1,0.232,0.0497,0.0739,0.667,93.207,195976,4
17,122rdEeuIt4R6H7Lwi4UyE,2AM,Bear Hands,22,2016-04-15,False,0.602,0.699,10,-5.097,0,0.00208,0.00143,0.12,0.283,88.026,295680,4
18,2KgPcX2NVfmnia6JOSjKyJ,Crow Jane,The Derek Trucks Band,38,2006,False,0.508,0.526,8,-9.617,1,0.416,1.3e-05,0.113,0.716,143.804,233773,4
19,6bWjr4qT4d58NuPEepedEr,Go Down Gamblin',"Blood, Sweat & Tears",44,1971-06,False,0.417,0.792,0,-10.47,1,0.0944,0.00585,0.354,0.632,106.395,255227,4
20,3iOCb374jRWeMTdBWFqetK,"Country Moon, Pt. II",New Madrid,38,2012-09-22,False,0.373,0.602,0,-10.45,1,0.453,0.0212,0.0887,0.466,169.036,216533,4
21,0K6Yj0fWjykeDPcRSDVc7X,Below Radar - Live,Particle,32,2006-01-01,False,0.58,0.67,5,-5.408,1,0.185,0.728,0.871,0.691,86.682,414120,4
22,58bd33L7OBTxMuu4CqicEe,Summer in the Wintertime,FISHDOCTOR,35,2011-02-21,False,0.6,0.966,6,-4.286,1,0.00826,0.0106,0.0928,0.86,149.992,175060,4
23,1OoBGWIMiEGrgIFjhodnfi,Turncoat,Pickwick,28,2017-07-07,False,0.468,0.545,5,-6.531,0,0.00716,2.15e-05,0.0947,0.711,169.662,197726,4
24,5Lj3UxGkG7ypLfjV1ajDvb,Rapid Roy (That Stock Car Boy),Jim Croce,52,1972-04-01,False,0.657,0.83,11,-10.205,0,0.307,0.00692,0.123,0.967,88.499,163346,4
25,1JCMJjMTxIVZzOjrHpqdn8,Check Your System,Captiva,26,2017-08-22,True,0.615,0.737,2,-6.956,1,0.0132,1.05e-05,0.119,0.663,80.665,207120,4
26,7pzFmETfylXI7iuRC5GDNR,Moggy Oxvine,Pluto Gang,31,2020-01-18,False,0.462,0.492,11,-12.397,0,0.259,0.0107,0.134,0.486,105.036,399730,4
27,0IAWsdtA1sdFuDKTtqYUiu,All Your Way,Morphine,43,1995-03-21,False,0.62,0.611,2,-10.708,1,0.437,0.0288,0.118,0.689,93.119,184000,4
28,4Atcc9IkuNbSlwPXusv3o5,Radar Gun,The Bottle Rockets,42,2013-11-19,False,0.702,0.634,11,-10.113,1,0.381,0.016,0.31,0.636,156.631,195747,4
29,44MBgTjYSZUIqq6KoBEcsD,Mississippi King,Five Horse Johnson,43,2001-04-10,False,0.41,0.949,0,-4.09,1,0.00135,0.00033,0.123,0.705,150.134,214600,4
