,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,78ZPgT0agDUG95ByxpTNBP,Death Letter,The White Stripes,49,2000-06-20,False,0.379,0.895,3,-6.419,0,0.202,0.624,0.28,0.785,95.47,269947,4
1,3bOZ9Qt98Tk2yd6Omf4134,Dirty Sexy Money,The Struts,44,2016-03-04,False,0.558,0.919,2,-4.278,1,1.21e-05,0.000565,0.197,0.766,123.029,237440,4
2,0cOMxXSCQAD0Q6TwdruQRn,Highly Suspicious,My Morning Jacket,9,2008-01-01,False,0.783,0.58,5,-6.826,0,0.0106,0.000656,0.0494,0.894,119.419,184893,4
3,25XoCSZHk69kAntajX33of,Wasted Love,City and Colour,30,2015-09-10,False,0.537,0.814,2,-3.825,0,0.00127,7.23e-05,0.197,0.532,116.453,178920,4
4,26iikHrxm4sbDyWFlMSTQJ,Gravedigger,Willie Nelson,30,2008-01-01,False,0.534,0.632,9,-9.541,0,0.126,0.00308,0.0761,0.653,169.896,231693,4
5,0CWzkgDMAQlNO9NGmKeuNr,Fortune Teller,Alison Krauss,37,2007-10-23,False,0.673,0.646,1,-8.419,1,0.0493,0.0592,0.173,0.824,128.944,270267,4
6,0lKJGmcvSIGewteBxn21fp,The Chain,Taking Dawn,41,2010-01-25,False,0.318,0.882,9,-4.381,0,0.000469,1.04e-06,0.118,0.481,161.984,261253,4
7,5VRfEb2UQu0arhEnGEYxDr,Steamroller Blues - 2019 Remaster,James Taylor,46,1970-02-01,False,0.548,0.266,0,-15.024,1,0.772,0.000113,0.14,0.552,109.09,177560,4
8,6y82o1FH95CmFzDYavVeyr,Bad Reputation,Adelitas Way,5,2016-02-26,True,0.558,0.776,2,-5.858,0,3.9e-05,0.169,0.176,0.619,125.022,182288,4
9,4BLyDLLnsQVvoQpyAVt83t,Sunny Hours,will.i.am,47,2001-01-01,False,0.644,0.904,9,-3.518,1,0.0167,4.75e-06,0.341,0.416,95.995,238853,4
10,2lBqGHtGLD5FGeJJYNKbGS,Got Me Wrong,Alice In Chains,58,1992-02-04,False,0.506,0.771,8,-10.023,1,0.104,0.00329,0.215,0.235,83.412,249867,4
11,211wEoUVThC6SoFSYLKUHa,Steep Climb,Zakk Wylde,48,2014-10-28,False,0.482,0.822,11,-7.153,1,0.00344,0.013,0.17,0.562,78.98,326013,4
12,5ucXfilvtzz7pZslFn8a3n,Nobody's Fault but Mine,The Black Crowes,29,2017-07-14,False,0.221,0.979,9,-4.366,1,0.0549,0.654,0.926,0.277,91.055,401613,4
13,3I2K4k4yTNpcetdnblpGwV,Just Like Heaven,The Infamous Stringdusters,52,2017-10-27,False,0.524,0.617,7,-9.509,1,0.395,0.000328,0.136,0.73,152.972,248293,4
14,7kcAK7HvIuHHDHJoGXlSPv,I Believe in a Thing Called Love,Branches,51,2014-04-08,False,0.603,0.597,9,-6.648,1,0.137,0.000482,0.101,0.119,126.066,184000,4
15,5WVF1Ftv5oxspRac9km99R,Alabama Getaway - 2013 Remaster,Grateful Dead,49,1980,False,0.634,0.809,4,-10.025,0,0.163,0.00199,0.309,0.927,77.256,216569,4
16,3rUJSuYuHtQP3tuifu7CSY,She's Got The Look,Candlelight Red,46,2011-09-27,False,0.547,0.874,10,-4.142,1,0.000248,0.0,0.206,0.769,103.94,175760,4
17,3joNS4BBA0MW3PhFB3ywFL,White Buffalo,Crown Lands,45,2022-03-25,False,0.609,0.807,5,-4.716,0,0.0005,0.0225,0.257,0.537,112.082,231411,1
18,6NLiepWTEe6b7lzwZBSlqu,Red House,Chase Walker Band,34,2016-04-22,False,0.529,0.611,4,-4.615,1,0.192,0.0039,0.453,0.606,133.021,277920,4
19,5zWsOD8aSwx5P7kGb6gQTw,250 Miles,Radio Moscow,27,2009-04-14,False,0.467,0.422,9,-11.077,0,0.238,0.169,0.096,0.588,76.818,292000,4
20,0eQT71CRtN9WH3JjY5q8az,Cemetery Gates,Steve ´n´ Seagulls,9,2015-05-08,False,0.555,0.691,7,-5.294,1,0.0845,6.72e-05,0.103,0.728,140.577,327604,4
21,5CvdZF2O1e79X5uPIJgaWH,KD And Lunch Meat,Boy Golden,38,2021-07-16,False,0.623,0.616,10,-5.298,1,0.17,0.0859,0.354,0.617,112.007,260408,4
22,4SUF8oHJu89TYdonEpB9IP,Hocus Pocus,Gary Hoey,29,1993,False,0.301,0.859,9,-8.983,0,0.00153,0.791,0.337,0.352,175.934,235000,4
23,4Yn2akvzDpb99yciqRhNvu,Mountain,Tonic,39,1996-07-15,False,0.314,0.69,10,-7.798,1,0.0247,0.000292,0.082,0.394,87.665,278427,4
24,74AyuzLYFESepiI83DjBOG,I Don't Care Anymore,Saint Asonia,44,2016-05-06,False,0.604,0.725,8,-5.292,0,0.048,0.0,0.17,0.552,140.06,303609,4
25,6mJsaJ0U6abpPVPPAcAF2r,Ocean Pearl,54-40,47,1994,False,0.661,0.808,2,-6.926,1,9.39e-05,0.009,0.0335,0.895,113.332,207667,4
