,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,5k3PkuqyI7E2gyKkD0Psxy,Satellite Radio,Steve Earle,48,2007-09-25,False,0.508,0.819,7,-7.578,1,0.422,0.00677,0.148,0.86,180.049,249280,4
1,7I7wVjBeVr3FcfgMCPO9uq,Hollywood Kisses,Kung Fu,33,2014-03-04,False,0.592,0.79,5,-4.484,0,0.037,0.00182,0.0787,0.655,94.765,439159,4
2,0k20LwzvpnHsyKZTVoR2qy,Altitude Check,The Bad Tenants,29,2017-06-15,True,0.734,0.67,10,-8.681,0,0.246,0.0,0.293,0.663,77.996,260000,4
3,4fxtYgcIOqjCq9Ix1pvrzn,No Type,New Beat Fund,49,2015-05-26,True,0.619,0.622,5,-4.751,1,0.00283,0.000133,0.108,0.21,136.978,213797,4
4,77SZYdcEHI8Sis4FB8pbb7,Here on Out,The Magic Beans,37,2018-03-16,False,0.687,0.733,3,-7.45,1,0.0532,0.204,0.0609,0.743,129.945,416591,4
5,4bO8c34CdaCstrES2zxF2v,Gotta Make A Living,Giant Panda Guerilla Dub Squad,44,2016-09-16,False,0.704,0.803,4,-8.37,0,0.238,0.00861,0.266,0.824,90.006,231128,4
6,0iJimXEvd6GD8QpkBcCRJL,Illegal Smile - Live,John Prine,25,1990,False,0.419,0.187,0,-20.242,1,0.785,0.0,0.978,0.345,116.956,256640,5
7,6bP2oUQvWS1HQ3No4J7Q78,A New Beginning,Fantastic Negrito,27,2017-06-29,False,0.673,0.689,6,-6.639,0,0.0585,1.74e-06,0.106,0.639,84.666,212627,4
8,0mjzhofhRSYMeLowC3i66S,Winning Wrong,Grady Spencer & the Work,37,2016-04-22,False,0.439,0.88,0,-3.471,1,0.0025,0.000289,0.249,0.617,154.943,215987,4
9,4QJrdjkseeizcvesiODpaX,Lazy Susan,Na'an Stop,36,2017-05-03,False,0.728,0.706,2,-8.973,1,0.075,0.0535,0.0954,0.804,122.053,216160,4
