,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,7jmkZLUZbuiNjBCgp7BLYf,Humble,Mia Dyson,33,2017-06-01,True,0.81,0.679,2,-4.455,0,0.665,8.52e-05,0.081,0.757,135.144,181000,4
1,5ubOQBsFLAwQxylxutmLba,Red Fish,Matthew Logan Vasquez,40,2017-04-21,False,0.705,0.723,3,-6.894,1,0.182,9.81e-06,0.219,0.864,80.015,152653,4
2,6fMXV0atg5MKoWYf8THNxE,F.U.,Pigeons Playing Ping Pong,45,2014-07-03,False,0.691,0.82,4,-6.327,0,0.0393,0.00168,0.0612,0.815,109.093,281000,4
3,3Db4GPfRo0qzU08DfxFbc0,PRESSURE,KUNZITE,30,2018-03-02,False,0.585,0.795,7,-3.508,0,0.232,4.4e-05,0.329,0.518,151.971,269529,4
4,3TIfiEHVccNmrkGOqu8Qf5,Drunk Outdoors,North Mississippi Allstars,41,2019-10-04,False,0.7,0.626,1,-7.055,1,0.107,0.00107,0.0928,0.761,154.04,217707,4
5,7rYGZmhNJhsmVLjPidM1q8,Ain't No Use in Tryin',Trampled by Turtles,64,2004-10-05,False,0.595,0.797,0,-6.243,1,0.352,0.000553,0.107,0.9,111.058,194987,4
6,2SQiDtx0tEr6Rozbje2ouH,Dayman,RMB,43,2018-05-04,False,0.484,0.747,7,-6.193,1,0.019,4.21e-05,0.0845,0.438,131.553,120011,4
7,0Rm39qWlsfSGvmVpV5FrJG,You Know,The Boom Booms,42,2011-07-21,False,0.657,0.461,9,-8.737,1,0.156,1.95e-06,0.106,0.592,151.977,269640,4
8,1BkHAQzcfnB4pgKiX1GOtF,South Carolina,Black Girls,36,2012-01-14,False,0.431,0.54,11,-8.523,1,0.0929,0.0,0.516,0.787,95.448,292840,4
9,2XEFsVPjLAOs3AD6u5arfk,Daddy's Cup,Drive-By Truckers,52,2004-08-24,False,0.598,0.722,7,-7.744,1,0.00971,6.18e-06,0.178,0.589,121.799,353147,4
