,id,title,album,all_artists,artist_tags,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
405,2toVe5hfuIi97ytDPDbQFt,Taste (feat. Offset),Legendary,"'Tyga', 'Offset'","'hip hop', 'pop rap', 'rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap'",78,2019-06-07,True,0.866,0.613,0,-6.385,1,0.0293,0.0,0.104,0.359,98.001,229210,4
406,3VqHuw0wFlIHcIPWkhIbdQ,Enter Sandman (Remastered),Metallica (Remastered),'Metallica',"'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal'",78,1991-08-12,False,0.566,0.834,6,-8.412,0,0.00277,0.008,0.0625,0.621,123.296,331560,4
407,2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,7 EP,"'Lil Nas X', 'Billy Ray Cyrus'","'lgbtq+ hip hop', 'country rock'",78,2019-06-21,False,0.878,0.619,6,-5.56,1,0.0533,0.0,0.113,0.639,136.041,157067,4
408,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Everybody,"'Logic', 'Alessia Cara', 'Khalid'","'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'canadian contemporary r&b', 'canadian pop', 'pop', 'pop', 'pop r&b'",78,2017-05-05,True,0.62,0.574,5,-7.788,0,0.569,0.0,0.19,0.357,100.023,250173,4
409,2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap (Deluxe),'Fetty Wap',"'new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap'",78,2015-09-25,True,0.746,0.873,7,-3.803,1,0.0244,0.0,0.354,0.817,148.075,222093,4
410,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Dance Monkey (Stripped Back) / Dance Monkey,'Tones And I','australian pop',78,2019-10-17,False,0.824,0.588,6,-6.4,0,0.692,0.000104,0.149,0.513,98.027,209438,4
411,4RY96Asd9IefaL3X4LOLZ8,In Da Club,Get Rich Or Die Tryin','50 Cent',"'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap'",78,2003-02-06,True,0.902,0.72,6,-2.776,0,0.26,0.0,0.0749,0.805,90.059,193467,4
412,14OxJlLdcHNpgsm4DRwDOB,Habits (Stay High),Queen Of The Clouds,'Tove Lo',"'dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'",78,2014-01-01,False,0.729,0.65,5,-3.539,1,0.0702,6.69e-05,0.0829,0.347,110.02,209160,4
413,7vu0JkJh0ldukEYbTVcqd0,Issues,Nervous System,'Julia Michaels','pop',78,2017-07-28,False,0.728,0.415,8,-6.852,1,0.401,0.0,0.0616,0.455,114.145,176320,4
414,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,Native,'OneRepublic',"'piano rock', 'pop'",78,2014-01-01,False,0.664,0.705,1,-4.972,0,0.0654,0.0,0.115,0.477,122.017,257840,4
415,6uBhi9gBXWjanegOb2Phh0,Stay,Stay,"'Zedd', 'Alessia Cara'","'complextro', 'edm', 'german techno', 'pop', 'pop dance', 'canadian contemporary r&b', 'canadian pop', 'pop'",78,2017-02-23,False,0.69,0.622,5,-5.025,0,0.253,0.0,0.116,0.544,102.04,210091,4
416,0ZfByLXCeKchuj7zi1CJ0S,Stolen Dance,Sadnecessary (Bonus Track Version),'Milky Chance',"'german pop', 'modern rock'",78,2014-10-14,False,0.879,0.565,11,-8.809,1,0.412,0.000239,0.0798,0.685,114.009,313627,4
417,1oHNvJVbFkexQc0BpQp7Y4,Starships,Pink Friday ... Roman Reloaded,'Nicki Minaj',"'hip pop', 'pop', 'queens hip hop', 'rap'",78,2011-01-01,True,0.747,0.716,11,-2.457,0,0.135,0.0,0.251,0.751,125.008,210627,4
418,0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Tell Me You Love Me,'Demi Lovato',"'pop', 'post-teen pop'",78,2017-09-29,True,0.706,0.643,11,-6.929,0,0.0242,0.0,0.262,0.885,143.931,203760,4
419,3H7ihDc1dqLriiWXwsc2po,Breaking Me,Breaking Me,"'Topic', 'A7S'","'german dance', 'pop dance', 'pop edm', 'uk dance', 'pop dance', 'scandipop'",78,2019-12-19,False,0.789,0.72,8,-5.652,0,0.223,0.0,0.129,0.664,122.031,166794,4
420,5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Life Is Good (feat. Drake),"'Future', 'Drake'","'atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap', 'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'",78,2020-01-10,True,0.676,0.609,2,-5.831,0,0.0706,0.0,0.152,0.508,142.037,237735,4
421,6De0lHrwBfPfrhorm9q1Xl,Me Rehúso,Me Rehúso,'Danny Ocean',"'pop venezolano', 'reggaeton', 'trap latino', 'urbano latino'",78,2016-09-16,False,0.744,0.804,1,-6.327,1,0.0231,0.0,0.0494,0.426,104.823,205715,4
422,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,Jazz (Deluxe Remastered Version),'Queen',"'classic rock', 'glam rock', 'rock'",77,1978-11-10,False,0.563,0.865,5,-5.277,1,0.0472,0.000191,0.77,0.601,156.271,209413,4
423,7k4t7uLgtOxPwTpFmtJNTY,Tusa,Tusa,"'KAROL G', 'Nicki Minaj'","'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'hip pop', 'pop', 'queens hip hop', 'rap'",77,2019-11-07,False,0.803,0.715,2,-3.28,1,0.295,0.000134,0.0574,0.574,101.085,200960,4
424,5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,Prayer in C,"'Lilly Wood and The Prick', 'Robin Schulz'","'french indie pop', 'french rock', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house'",77,2014-05-16,False,0.763,0.875,9,-5.797,0,0.024,5.41e-06,0.599,0.8,123.013,189413,4
425,7GgWAITsYJaRM3r50rfh5w,When We Were Young,25,'Adele',"'british soul', 'pop', 'pop soul', 'uk pop'",77,2015-11-20,False,0.376,0.595,3,-5.936,1,0.303,0.0,0.095,0.265,144.361,290900,4
426,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),"'Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign'","'dance pop', 'pop', 'hip pop', 'pop', 'queens hip hop', 'rap', 'hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul'",77,2017-02-23,True,0.696,0.817,1,-3.862,1,0.075,0.0,0.187,0.782,98.064,216409,4
427,3vv9phIu6Y1vX3jcqaGz5Z,Roses,Roses,"'The Chainsmokers', 'ROZES'","'pop', 'alt z', 'electropop', 'indie poptimism'",77,2015-06-16,False,0.713,0.802,4,-7.055,1,0.0435,0.00377,0.309,0.343,100.001,226739,4
428,0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),"'benny blanco', 'Halsey', 'Khalid'","'pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'pop', 'pop r&b'",77,2018-07-12,False,0.56,0.68,6,-7.648,0,0.555,0.0,0.116,0.319,89.391,173800,4
429,3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix,Te Boté (Remix),"'Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam'","'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino'",77,2018-04-13,True,0.903,0.675,11,-3.445,0,0.542,1.28e-05,0.0595,0.442,96.507,417920,4
430,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Changes,"'Justin Bieber', 'Quavo'","'canadian pop', 'pop', 'atl hip hop', 'melodic rap', 'rap', 'trap'",77,2020-02-14,False,0.806,0.546,9,-6.637,1,0.3,0.0,0.102,0.874,147.986,212867,4
431,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)","'Dan + Shay', 'Justin Bieber'","'contemporary country', 'country', 'country road', 'canadian pop', 'pop'",77,2019-10-04,False,0.654,0.63,10,-4.644,1,0.153,0.0,0.111,0.43,89.991,167693,4
432,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),"'Clean Bandit', 'Sean Paul', 'Anne-Marie'","'pop', 'uk dance', 'uk funky', 'dance pop', 'dancehall', 'pop', 'pop rap', 'pop'",77,2016-10-21,False,0.72,0.763,9,-4.068,0,0.406,0.0,0.18,0.742,101.965,251088,4
433,2grjqo0Frpf2okIBiifQKs,September,"The Best Of Earth, Wind & Fire Vol. 1","'Earth, Wind & Fire'","'disco', 'funk', 'jazz funk', 'soul'",77,1978-11-23,False,0.697,0.832,9,-7.264,1,0.168,0.00131,0.269,0.979,125.926,215093,4
434,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),Some Nights,"'fun.', 'Janelle Monáe'","'baroque pop', 'metropopolis', 'afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b'",77,2012-02-21,False,0.378,0.638,10,-5.576,1,0.02,7.66e-05,0.0849,0.735,184.086,250627,4
435,3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Astronaut In The Ocean,'Masked Wolf','australian hip hop',77,2021-01-06,True,0.778,0.695,4,-6.865,0,0.175,0.0,0.15,0.472,149.996,132780,4
436,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","'DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B'","'edm', 'electronic trap', 'pop', 'pop dance', 'pop', 'post-teen pop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'pop', 'rap'",77,2018-09-28,True,0.842,0.801,8,-4.167,0,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
437,2ksOAxtIxY8yElEWw8RhgK,China,China,"'Anuel AA', 'Daddy Yankee', 'KAROL G', 'J Balvin', 'Ozuna'","'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino'",76,2019-07-19,False,0.786,0.808,7,-3.702,1,0.0846,0.000289,0.0822,0.609,105.027,301714,4
438,57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),'Queen',"'classic rock', 'glam rock', 'rock'",76,1980-06-27,False,0.933,0.528,5,-6.472,0,0.112,0.329,0.163,0.756,109.975,214653,4
439,5p7ujcrUXASCNwRaWNHR1C,Without Me,Without Me,'Halsey',"'electropop', 'etherpop', 'indie poptimism', 'pop'",76,2018-10-04,True,0.752,0.488,6,-7.05,1,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
440,1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",TROLLS (Original Motion Picture Soundtrack),'Justin Timberlake',"'dance pop', 'pop'",76,2016-09-23,False,0.669,0.832,0,-5.721,1,0.0106,0.0,0.0968,0.7,113.035,237547,4
441,7uzmGiiJyRfuViKKK3lVmR,Mine,COSMIC,'Bazzi','pop',76,2018-04-12,True,0.71,0.789,4,-3.874,1,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
442,66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,"'Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber'","'edm', 'electro house', 'pop dance', 'brostep', 'complextro', 'edm', 'electro', 'pop dance', 'dance pop', 'edm', 'electro house', 'moombahton', 'pop dance', 'canadian pop', 'pop'",76,2015-02-24,False,0.432,0.781,4,-4.038,0,0.041,4.21e-06,0.0789,0.197,139.432,250286,4
443,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Chromatica,"'Lady Gaga', 'Ariana Grande'","'art pop', 'dance pop', 'pop', 'pop'",76,2020-05-29,False,0.672,0.855,9,-3.764,1,0.021,0.0,0.323,0.646,123.056,182200,4
444,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),"'Clean Bandit', 'Zara Larsson'","'pop', 'uk dance', 'uk funky', 'pop', 'scandipop', 'swedish electropop', 'swedish pop'",76,2017-03-16,False,0.707,0.629,0,-4.581,0,0.259,1.6e-05,0.138,0.457,122.863,212459,4
445,3rdAz1fbUfZxYgaCviYhRo,Todo De Ti,VICE VERSA,'Rauw Alejandro',"'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino'",76,2021-12-10,True,0.78,0.719,3,-3.613,0,0.302,0.000196,0.0931,0.336,127.962,199604,4
446,0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Fifty Shades Freed (Original Motion Picture Soundtrack),'Ellie Goulding',"'indietronica', 'metropopolis', 'pop', 'uk pop'",76,2018-02-09,False,0.489,0.597,5,-6.633,0,0.27,0.0,0.105,0.324,95.012,253520,4
447,4Ce37cRWvM1vIGGynKcs22,Starving,Starving,"'Hailee Steinfeld', 'Grey', 'Zedd'","'pop', 'pop edm', 'complextro', 'edm', 'german techno', 'pop', 'pop dance'",76,2016-07-22,False,0.728,0.616,4,-4.238,1,0.378,0.0,0.105,0.508,99.962,181880,4
448,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),"'Jawsh 685', 'Jason Derulo'","'nz pop', 'dance pop', 'pop'",76,2020-06-11,True,0.767,0.481,0,-8.52,0,0.234,0.0,0.269,0.761,150.076,171375,4
449,2N5zMZX7YeL1tico8oQxa9,Crazy,St. Elsewhere,'Gnarls Barkley',"'atl hip hop', 'neo soul'",76,2006-05-02,False,0.835,0.741,8,-1.609,1,0.0172,0.0577,0.0826,0.612,111.963,182066,4
450,2yPoXCs7BSIUrucMdK5PzV,Umbrella,Good Girl Gone Bad,"'Rihanna', 'JAY-Z'","'barbadian pop', 'pop', 'urban contemporary', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap'",76,2007-01-01,False,0.583,0.829,1,-4.603,1,0.00864,0.0,0.0426,0.575,174.028,275987,4
451,3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,Kiss (Deluxe),'Carly Rae Jepsen',"'canadian pop', 'dance pop', 'pop'",76,2012-01-01,False,0.783,0.58,7,-6.548,1,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
452,11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered 2011,Hot Space (Deluxe Remastered Version),"'Queen', 'David Bowie'","'classic rock', 'glam rock', 'rock', 'art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock'",76,1982-05-03,False,0.671,0.711,2,-7.813,1,0.422,0.0,0.104,0.466,113.809,248440,4
453,7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over,"'Maroon 5', 'Christina Aguilera'","'pop', 'dance pop', 'pop'",76,2010,False,0.722,0.758,11,-4.477,0,0.0111,0.0,0.308,0.62,128.047,201160,4
454,3gbBpTdY8lnQwqxNCcf795,Pompeii,Bad Blood,'Bastille',"'metropopolis', 'modern rock', 'pop'",76,2013-01-01,False,0.679,0.715,9,-6.383,1,0.0755,0.0,0.271,0.571,127.435,214148,4
455,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),"'Sam Smith', 'Normani'","'pop', 'uk pop', 'pop', 'r&b'",76,2019-01-11,False,0.741,0.52,8,-7.513,1,0.45,1.97e-06,0.222,0.347,102.998,171030,4
456,6Vc5wAMmXdKIAM7WUoEb7N,Say Something,Is There Anybody Out There?,"'A Great Big World', 'Christina Aguilera'","'neo mellow', 'piano rock', 'pop rock', 'viral pop', 'dance pop', 'pop'",75,2014-01-20,False,0.407,0.147,2,-8.822,1,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
457,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),"'Clean Bandit', 'Jess Glynne'","'pop', 'uk dance', 'uk funky', 'dance pop', 'pop', 'uk pop'",75,2014-01-17,False,0.799,0.586,11,-6.735,1,0.162,2.03e-06,0.193,0.549,120.97,227833,4
458,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,"'Bebe Rexha', 'Florida Georgia Line'","'dance pop', 'pop', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock'",75,2017-08-11,False,0.643,0.783,10,-6.458,1,0.047,0.0,0.083,0.579,154.084,163870,4
459,1eyzqe2QqGZUmfcPZtrIyt,Midnight City,"Hurry Up, We're Dreaming",'M83',"'french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop'",75,2011,False,0.526,0.712,11,-6.525,0,0.0161,0.0,0.179,0.32,105.009,241440,4
460,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,Calma (Remix),"'Pedro Capó', 'Farruko'","'latin pop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino'",75,2018-10-05,False,0.826,0.773,11,-4.218,0,0.323,0.0,0.143,0.761,126.899,238200,4
461,45XhKYRRkyeqoW3teSOkCM,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,"'DJ Khaled', 'Rihanna', 'Bryson Tiller'","'hip hop', 'miami hip hop', 'pop rap', 'rap', 'barbadian pop', 'pop', 'urban contemporary', 'kentucky hip hop', 'r&b', 'rap'",74,2017-06-22,True,0.613,0.681,8,-3.089,1,0.0287,0.0,0.126,0.619,97.621,204664,4
462,5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","'Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen'","'pop dance', 'uk dance', 'uk funky', 'dance pop', 'pop', 'uk pop', 'pop rap', 'seattle hip hop', 'neo soul', 'uk contemporary r&b'",74,2018-01-19,False,0.653,0.809,0,-4.057,1,0.194,0.0,0.165,0.55,92.213,210773,4
463,1qPbGZqppFwLwcBC1JQ6Vr,Wonderwall,(What's The Story) Morning Glory?,'Oasis',"'beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock'",74,1995-10-02,False,0.41,0.854,2,-5.609,1,0.00236,0.0,0.133,0.456,174.584,258907,4
464,54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered 2011,News Of The World (Deluxe Remastered Version),'Queen',"'classic rock', 'glam rock', 'rock'",74,1977-10-28,False,0.693,0.497,2,-7.316,1,0.679,0.0,0.258,0.473,81.308,122067,4
465,6zeeWid2sgw4lap2jV61PZ,Better,Suncity,'Khalid',"'pop', 'pop r&b'",74,2018-10-18,False,0.596,0.552,0,-10.278,0,0.0765,0.334,0.104,0.112,97.949,229320,4
466,2y5aJvzXhHPA94U5GFAcXe,I Don’t Wanna Live Forever (Fifty Shades Darker),Fifty Shades Darker (Original Motion Picture Soundtrack),"'ZAYN', 'Taylor Swift'","'pop', 'uk pop', 'pop'",74,2017-02-10,False,0.734,0.442,0,-8.432,1,0.0594,1.63e-05,0.213,0.0973,117.967,245653,4
467,2s1sdSqGcKxpPr5lCl7jAV,Chandelier,1000 Forms Of Fear (Deluxe Version),'Sia',"'australian dance', 'australian pop', 'pop'",74,2015-05-04,False,0.399,0.787,1,-2.88,1,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
468,2QfznFotJNZmnIEYFdzE5T,Heartbreak Anniversary,Heartbreak Anniversary,'Giveon','r&b',73,2020-02-21,False,0.624,0.457,0,-8.876,1,0.557,0.0,0.128,0.586,129.758,196795,4
469,0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),Nothing but the Beat 2.0,"'David Guetta', 'Sia'","'big room', 'dance pop', 'edm', 'pop', 'pop dance', 'australian dance', 'australian pop', 'pop'",73,2011-08-24,False,0.604,0.788,0,-3.673,0,0.0678,0.153,0.127,0.301,126.06,245040,4
470,7gHs73wELdeycvS48JfIos,Faded,Faded,'Alan Walker','electro house',73,2015-12-04,False,0.589,0.651,6,-5.097,1,0.0291,3.2e-06,0.111,0.166,90.011,212627,4
471,6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),"'Luis Fonsi', 'Daddy Yankee', 'Justin Bieber'","'latin pop', 'puerto rican pop', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'canadian pop', 'pop'",73,2017-04-17,False,0.653,0.816,2,-4.353,1,0.228,0.0,0.0967,0.816,178.085,228827,4
472,6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,Blueberry Faygo,'Lil Mosey',"'melodic rap', 'rap conscient'",73,2020-02-07,True,0.774,0.554,0,-7.909,1,0.207,0.0,0.132,0.349,99.034,162547,4
473,2CtemffYhT0DJWcT1XW047,Nothing Else Matters (Remastered),Metallica (Remastered),'Metallica',"'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal'",73,1991-08-12,False,0.547,0.394,4,-9.793,0,0.0522,6.4e-06,0.0795,0.17,142.37,388733,3
474,6Tsu3OsuMz4KEGKbOYd6A0,Hypnotize - 2007 Remaster,Greatest Hits,'The Notorious B.I.G.',"'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap'",73,2007-03-05,True,0.895,0.694,9,-4.384,1,0.176,0.0,0.292,0.632,93.944,230000,4
475,7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,The Lockdown Sessions,"'Elton John', 'Dua Lipa', 'PNAU'","'glam rock', 'mellow gold', 'piano rock', 'rock', 'dance pop', 'pop', 'uk pop', 'alternative dance', 'aussietronica', 'australian dance', 'australian electropop'",73,2021-10-22,False,0.795,0.8,1,-6.32,1,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4
476,2B4GHvToeLTOBB4QLzW3Ni,Pepas,La 167,'Farruko',"'reggaeton', 'trap latino', 'urbano latino'",73,2021-10-01,True,0.762,0.766,7,-3.955,1,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
477,13HVjjWUZFaWilh2QUJKsP,Let It Go,Chaos And The Calm,'James Bay',"'neo mellow', 'pop', 'uk pop'",72,2014-12-15,False,0.546,0.311,1,-10.396,1,0.818,1.65e-05,0.107,0.246,147.464,260533,4
478,7otCGmgp9h4CsR2LhwB6gt,Another Love,Long Way Down,'Tom Odell','chill pop',72,2013-09-17,True,0.445,0.537,4,-8.532,0,0.695,1.6e-05,0.0941,0.131,122.764,244360,4
479,5YEOzOojehCqxGQCcQiyR4,Panda,New English,'Desiigner',"'pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap'",72,2016-06-26,True,0.576,0.766,10,-4.943,0,0.028,1.68e-06,0.366,0.236,144.833,246761,4
480,1mWdTewIgB3gtBM3TOSFhB,Butter,"Butter (Hotter, Sweeter, Cooler)",'BTS',"'k-pop', 'k-pop boy group', 'pop'",72,2021-06-04,False,0.759,0.459,8,-5.187,1,0.00323,0.0,0.0906,0.695,109.997,164442,4
481,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),"'Clean Bandit', 'Demi Lovato'","'pop', 'uk dance', 'uk funky', 'pop', 'post-teen pop'",72,2018-05-17,False,0.737,0.636,11,-4.546,0,0.0441,6.66e-05,0.35,0.565,105.005,222653,4
482,3S4px9f4lceWdKf0gWciFu,Cheap Thrills,This Is Acting (Deluxe Version),'Sia',"'australian dance', 'australian pop', 'pop'",72,2016-10-21,False,0.628,0.698,6,-5.608,0,0.0472,0.00143,0.0907,0.732,89.976,211667,4
483,1qFSPn37zEeCyRiVpkW9dt,Light It Up (Remix),Peace Is The Mission (Extended),"'Major Lazer', 'Nyla', 'Fuse ODG'","'dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'afrobeats', 'azonto'",72,2015-11-27,False,0.747,0.877,9,-3.782,0,0.0385,0.00089,0.233,0.751,107.989,166138,4
484,4uoR6qeWeuL4Qeu2qJzkuG,Hawái,Hawái,'Maluma',"'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino'",72,2020-07-29,False,0.787,0.728,6,-3.455,0,0.189,2.29e-05,0.0629,0.545,180.066,200198,4
485,1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),#3,"'The Script', 'will.i.am'","'celtic rock', 'pop', 'dance pop', 'pop'",71,2012-09-10,False,0.421,0.873,10,-4.343,1,0.0654,0.0,0.123,0.629,84.786,202533,4
486,37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,"'Charlie Puth', 'Selena Gomez'","'pop', 'viral pop', 'pop', 'post-teen pop'",71,2016-01-29,False,0.728,0.563,1,-8.053,0,0.621,0.0,0.179,0.352,100.017,217707,4
487,514rhnksEwHUh6LxXsQ4Y9,Back To You,13 Reasons Why (Season 2),'Selena Gomez',"'pop', 'post-teen pop'",71,2018-05-18,False,0.6,0.683,6,-6.271,1,0.0984,1.26e-06,0.11,0.494,102.036,210240,4
488,4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,Mi Gente,"'J Balvin', 'Willy William'","'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'pop dance'",71,2017-06-30,False,0.774,0.687,11,-4.818,0,0.0179,1.17e-05,0.128,0.308,104.959,189440,4
489,12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),It Ain't Me,"'Kygo', 'Selena Gomez'","'edm', 'pop', 'pop dance', 'tropical house', 'pop', 'post-teen pop'",70,2017-02-17,False,0.64,0.533,0,-6.596,1,0.119,0.0,0.0864,0.515,99.968,220781,4
490,023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,'OMI','reggae fusion',70,2015-10-16,False,0.78,0.68,4,-6.081,1,0.141,1.2e-05,0.138,0.594,118.026,180560,4
491,2mCF8L0brIs88eH6Kf2h9p,Fast Car,Fast Car,"'Jonas Blue', 'Dakota'","'pop', 'pop dance', 'tropical house', 'uk dance'",70,2015-12-04,False,0.644,0.57,9,-6.994,1,0.484,0.0,0.299,0.527,113.945,212424,4
492,7zsXy7vlHdItvUSH8EwQss,Cold Water,Cold Water,"'Major Lazer', 'Justin Bieber', 'MØ'","'dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'canadian pop', 'pop', 'dance pop', 'danish pop', 'electropop', 'pop dance'",71,2016-07-22,False,0.608,0.798,6,-5.092,0,0.0736,0.0,0.156,0.501,92.943,185360,4
493,6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,Dire Straits,'Dire Straits',"'album rock', 'classic rock', 'mellow gold', 'rock'",69,1978-10-07,False,0.73,0.868,5,-7.325,1,0.0632,0.0661,0.318,0.923,148.217,350400,4
