,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,5fYG8epjciRQsQ4ykJTRmP,Stumpjumper,Charlie Parr,0,2015-04-28,False,0.541,0.684,0,-7.408,1,0.634,0.00379,0.223,0.802,135.542,265176,4
1,6ysQEIlw4DYNpkzCx0TvOs,Thirsty Man,Blitzen Trapper,44,2013-09-30,False,0.723,0.843,0,-6.066,1,0.366,0.000347,0.145,0.951,89.021,221027,4
2,05ifN6wsfyc1JIGDTTpBMp,Honey Jar,The Wood Brothers,41,2013,False,0.404,0.605,0,-7.76,1,0.0208,0.00384,0.105,0.472,164.971,238507,4
3,2ptjD7T2i54J1QrimIrR9Y,Another Day,Jimmie's Chicken Shack,43,1997-01-01,False,0.427,0.884,7,-7.257,1,0.000321,6.8e-05,0.161,0.688,167.978,204000,4
4,3pyGV11eXg5hht9JWBrInI,Someday I'm Going Away,The Hip Abduction,38,2011-10-29,False,0.544,0.63,4,-7.716,1,0.0141,0.296,0.105,0.498,127.924,287768,4
5,0ZUcs6Yit7XBJoPtFDKS4n,Junker's Blues,The California Honeydrops,0,2015-07-01,False,0.597,0.634,5,-5.396,1,0.188,6.67e-06,0.111,0.521,102.825,259880,4
6,6B4OBOe0XCBTmLlIi4uR7U,Be Gone,DISPATCH,0,2017-06-02,False,0.331,0.579,8,-5.847,0,0.626,1.98e-05,0.084,0.336,132.311,360320,4
7,03eIjHaIJoU5A1xLc8PUf1,Bullets,Bob Schneider,26,2000-01-01,False,0.813,0.569,6,-12.095,1,0.199,0.0013,0.0932,0.971,81.365,262400,4
8,03Hjr5wDUEFUfXrmxcZxHk,San Antone,The Ghost of Paul Revere,45,2014-01-14,False,0.582,0.615,2,-7.151,1,0.562,0.00374,0.0745,0.421,127.966,265613,4
9,7Jv61Z5NW3BycDytPKsKWo,Marty Song,Kendall Street Company,36,2014-03-28,False,0.432,0.759,4,-8.839,0,0.369,0.00205,0.0958,0.521,101.497,292523,4
10,6ri9P8UlNVzi02rYv3RrPJ,F**k Around (All Night),Pepper,48,2013-01-01,True,0.584,0.891,1,-5.463,0,0.053,0.0,0.351,0.741,152.027,205840,4
11,24w0AeGooUIswDDJl5uA3c,Fairies Wear Boots,Brownout,35,2016-10-28,False,0.383,0.857,5,-5.81,1,0.00204,0.0294,0.119,0.568,110.089,413438,3
12,50Rv23SfVzaOZgAVL3CaUG,White Lies - The Tailors Remix,Max Frost,33,2014-06-03,False,0.946,0.386,6,-9.586,0,0.00756,0.764,0.111,0.638,125.001,263050,4
13,0840aH9MvGpXAbS3mq3OXX,Leave the Light On,Spafford,41,2018-05-04,False,0.632,0.815,4,-7.887,1,0.35,6.45e-05,0.0858,0.467,156.033,253820,4
