,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,3JWJiLDqawZtilIo7p0rJ9,Keep It Between the Lines,Sturgill Simpson,55,2016-04-15,False,0.595,0.756,2,-5.302,1,0.316,0.00196,0.349,0.833,87.584,241147,4
1,3K2XoWLWdcvI0w1YuKI9dd,I Can't Complain - Live,Todd Snider,42,2003,False,0.42,0.426,2,-8.648,1,0.89,0.0,0.919,0.489,85.994,213253,4
2,6IbnhIVO9IUb2P1BEszexw,Dance Cardia,Rubblebucket,35,2015-04-14,False,0.764,0.76,7,-5.407,1,0.0949,0.00104,0.201,0.921,121.971,238653,4
3,5pFjXpxLqr2xJQerNiC4dy,Sweet Spot,The String Cheese Incident,38,2017-04-14,False,0.721,0.727,5,-6.716,1,0.115,2.97e-05,0.0445,0.803,95.034,304120,4
4,7odM0g1QOO4fMZWOl6nSGT,MMMMMHMMMMM,Four Fists,0,2013-10-08,False,0.759,0.645,1,-6.585,1,0.0288,0.000303,0.18,0.639,130.046,246387,4
5,6Sm8a7n1gksMErzewDYLal,Git Along,Fruition,41,2013-07-30,False,0.635,0.637,4,-9.229,1,0.113,3.89e-05,0.122,0.397,96.829,234720,4
6,1bJRGgkcyQHXrnBRFCpaDb,Epic,Lera Lynn,29,2017-12-08,False,0.3,0.755,11,-7.163,0,0.0403,0.0113,0.0918,0.217,122.83,350569,4
7,1jx6eeZr6A1SbniFvvUru7,Poor Boy,Willie and the Giant,41,2014-09-02,False,0.699,0.426,9,-10.955,1,0.718,0.402,0.315,0.679,89.887,244313,4
8,2tCM3d15yEs5bZXq8r7Et2,Let Her Go,The Travelin' McCourys,22,2017-01-13,False,0.429,0.687,9,-7.453,1,0.646,0.000397,0.181,0.436,145.977,291827,4
9,6hOQRjCAOfawc40XjVTsNx,Utah Maid,Pixie and The Partygrass Boys,33,2018-06-21,False,0.554,0.631,9,-6.538,1,0.102,0.000118,0.144,0.758,146.958,189907,4
10,7iw8ixaeWkoeBoW16Lh17G,Gettin' Down on the Mountain,Corb Lund,53,2012-08-14,False,0.806,0.545,7,-6.915,1,0.151,0.00136,0.0627,0.879,106.629,208080,4
11,22wCsAtvbeudk2a34QKwA9,Working On A Building - Live,Col. Bruce Hampton & The Aquarium Rescue Unit,26,1991-04-04,False,0.555,0.809,2,-13.029,1,0.022,0.219,0.977,0.651,108.347,285573,4
12,3n8zCxqDKAY4GN48KGT8pm,Another Like You,Hayes Carll,42,2011,False,0.649,0.781,0,-5.72,1,0.477,0.0,0.228,0.8,111.411,199733,4
