,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,3d0EH8kmmejGmBtvQHYgU6,Choctaw Bingo,James McMurtry,45,2002,False,0.311,0.777,11,-7.876,0,0.0526,0.0202,0.0955,0.711,200.508,513440,4
1,2PUEqezcStbwVTOqosTKjW,Castaway (feat. Rome & Dirty Heads),Dirty Heads,50,2015-04-04,False,0.622,0.728,5,-4.88,1,0.0571,0.0,0.184,0.77,80.003,190600,4
2,5eROEyEjyDkgExBkaEOZLY,Brainwash,Wookiefoot,37,2012-10-16,False,0.752,0.851,4,-6.184,1,0.0318,0.000281,0.613,0.826,94.986,230019,4
3,22vCe1S2sOwTASSMnjydOn,Muse,Citizen Cope,33,2015-10-23,False,0.327,0.861,7,-4.698,1,0.195,2.88e-05,0.0917,0.514,177.024,219067,4
4,6rkHkMqyOVj1b3j1nu34xY,High Times,Lukas Nelson and Promise of the Real,41,2017-08-25,False,0.635,0.7,2,-5.09,1,0.0369,0.0,0.113,0.792,144.159,209747,4
5,6VdGDiy7V3j9LqfC5E1Uvi,Son's Gonna Rise (feat. Carlos Santana),Carlos Santana,53,2004,False,0.642,0.769,7,-3.791,1,0.193,0.0,0.0819,0.541,79.47,244120,4
6,2XyVlq12Nc38bJA22014Ts,Jamflowman,Twiddle,50,2007-01-31,False,0.465,0.768,6,-7.939,0,0.198,0.00271,0.101,0.654,112.916,478360,4
7,29KLzcHid0QnNVBw7x9rbi,Year Zero,Moon Taxi,37,2015-10-02,False,0.402,0.875,10,-3.328,1,0.0185,0.0046,0.114,0.47,156.25,218760,4
8,1LnNC5LlJfLWISdy8tnZw3,Skinned,Blind Melon,52,1995-01-01,False,0.633,0.623,7,-7.895,1,0.597,0.0,0.0428,0.924,140.518,117973,4
9,5kNG6ElHeZvaJ4MQdLQ0Fd,Forever Lost,Lafa Taylor,0,2014-06-10,False,0.807,0.741,2,-5.599,1,0.0136,0.0,0.0929,0.885,97.989,268386,4
10,6rF4s1wwsOa2EZF5MF6D3B,Oh No,Goodbye June,53,2017-05-15,False,0.258,0.978,8,-4.208,1,0.000519,0.000363,0.218,0.28,132.862,221470,4
11,6aSIJ3DHO1NpseR7yH89vT,The Lion The Beast The Beat,Grace Potter & The Nocturnals,40,2012-01-01,False,0.289,0.843,11,-8.108,0,0.000151,0.0452,0.421,0.28,135.028,326240,4
12,49sLiyg8IcSEmtucGbSVdO,All in Stride,Passafire,46,2018-04-06,True,0.705,0.824,1,-4.58,0,0.00469,4.91e-06,0.128,0.85,76.01,248253,4
13,4cgDk0IjwdG8w1ArIaqdpq,Outta My Mind,The Arcs,44,2015-08-28,False,0.519,0.737,11,-6.451,1,0.00936,7.76e-05,0.378,0.763,131.042,214693,4
14,5zrZCsmEfd6wJrgGk80nWj,Man in the Box,Metalachi,26,2012-04-13,False,0.584,0.511,9,-7.277,0,0.0207,2.1e-05,0.0844,0.771,95.077,262520,4
