,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,5lvRDaRbtEERZOZAWkoXWQ,Festival Express,Useful Jenkins,37,2012-09-07,False,0.738,0.804,7,-5.229,1,0.177,1.3e-05,0.163,0.791,110.09,283067,4
1,03WzLNoJnSOoqWdKitq8F0,Thunderhead,The Native Howl,0,2016-03-11,False,0.407,0.885,7,-6.53,1,0.002,0.000881,0.212,0.755,161.246,263500,4
2,3UACm2rocj4lPqo5Sn3fhO,A Taste Of Silver,Until The Ribbon Breaks,16,2015-01-23,False,0.63,0.958,2,-4.236,1,0.0154,4.96e-06,0.0882,0.47,87.531,182280,4
3,4iTl1gUWnC6GXlQ9h9eSjm,Run Through the Desert,The Cunning,29,2017-07-14,False,0.528,0.865,4,-6.502,0,0.0418,1.88e-05,0.154,0.564,117.976,253588,4
4,2ZMjryCvDT2VxmzNUufqD8,Jackwise,lespecial,35,2017-10-31,False,0.534,0.707,7,-6.763,1,0.00505,0.036,0.114,0.606,94.771,366987,4
5,3RaGPEBLLq59KlydpC3uXK,Feeling Inside,Kirby Dominant,38,2011-08-30,True,0.749,0.829,7,-4.987,1,0.0372,0.00267,0.147,0.409,97.939,236787,4
6,28dnQ3CRAPlz9Nf0MNXzSZ,Sunny Rain DayMoon,Eldren,33,2015-08-06,False,0.538,0.888,9,-5.84,1,0.107,0.0,0.832,0.636,145.022,205055,4
7,6etBxh4RLrZ8KXZejEJwgi,Jump Around? - Acoustic,Everlast,29,2013-08-30,False,0.655,0.536,11,-10.493,1,0.0908,1.83e-06,0.079,0.616,77.439,206253,4
8,1NTUgyvADYcSYUPrwClkMN,All Shook Up,Nick Lutsko,38,2015-03-17,False,0.688,0.886,7,-6.741,0,0.00353,0.000262,0.105,0.7,135.025,309333,4
9,4yXkhmQC1c7SxUOwx6MHei,Amerika,Wintersleep,42,2016-03-04,False,0.416,0.954,9,-5.286,1,0.000849,1.31e-05,0.082,0.26,145.085,221889,4
10,6ZfGdyfNVGt9qz1sj153vG,Tired of Waiting,The Trews,45,2004,False,0.522,0.746,1,-5.706,0,0.00611,0.0,0.089,0.622,81.979,267507,4
11,0OcfoydaXAuEMbkZL6FLA1,Big Bear,Steak,32,1998-01-28,False,0.618,0.965,9,-3.775,1,0.0205,3.31e-06,0.184,0.867,114.738,160387,4
12,5rvrpTpuFvUm0l0aeN3jzG,Shiver,San Fermin,26,2016-08-08,False,0.652,0.592,11,-7.708,0,0.187,4.88e-05,0.0735,0.653,96.015,212599,4
13,0DaXPLskMeTu01eqx7Di1i,Sunset in July,311,53,2011-07-19,False,0.502,0.846,5,-7.263,1,0.0326,0.0,0.26,0.69,174.884,236413,4
14,7eBh47MAQYFNYq0eYWvE5T,Satan and St. Paul,John Fullbright,38,2012-05-08,False,0.599,0.327,11,-9.501,0,0.207,2.54e-06,0.11,0.539,122.07,251973,4
15,3xN63TUFsdWCc13jC0vh46,Widowmaker,Five Alarm Funk,5,2017-03-03,False,0.412,0.886,10,-6.556,0,0.000665,0.759,0.156,0.61,111.789,303136,4
16,4G66bqfXk0rqec1OknBpuG,Staring at the Ceiling (feat. James Petralli),James Petralli,41,2016-05-20,False,0.61,0.784,5,-5.689,1,0.115,1.56e-06,0.0388,0.712,102.87,215215,3
17,4QMKLsoxyY9UvLSrGFkkir,Loser,The Cleverlys,19,2016-08-12,False,0.54,0.651,2,-5.23,1,0.589,7.07e-06,0.123,0.597,163.944,259389,4
18,7jNf4cQOXGYqpsvm1iGsqP,Emotionless,Red Sun Rising,50,2015-08-07,False,0.572,0.706,3,-6.196,0,0.000661,0.0377,0.113,0.595,91.994,262733,4
19,0ci01Y9PRi1hdemZ2veU4r,Summer Girls,Mike Clark & the Sugar Sounds,34,2013-01-25,False,0.751,0.592,7,-9.592,1,0.192,0.0,0.104,0.664,121.139,139427,4
20,3S8RczG3x1ZKaapl9r4n7g,Fly Me Courageous,Drivin N Cryin,48,1990-01-01,False,0.607,0.723,2,-9.681,1,0.00278,0.0036,0.0889,0.685,103.396,203733,4
21,6lIW9M5E8X7e9LYmZ3zPKw,Untie My Shoelaces,Sister Sparrow,25,2010-11-22,False,0.613,0.562,4,-7.833,1,0.309,2.07e-05,0.0985,0.74,135.592,247467,4
22,2QrmeIKVbZ8Y4oWDB5CjkF,My Babe,Whitehorse,30,2016-05-06,False,0.621,0.79,4,-4.464,1,0.115,1.32e-05,0.321,0.947,172.102,138307,4
23,6RwvRMRTGg52KiB9VVioxV,Black Me Out,Against Me!,39,2014-01-21,True,0.522,0.875,4,-4.425,1,0.00154,1.56e-05,0.114,0.569,104.648,189440,4
24,4uAn6A01yJ0xk2maXwEKFe,The Fugitive Kind,The Trigger Code,33,2010,False,0.291,0.843,5,-7.897,1,0.13,0.0309,0.0987,0.187,140.432,241107,4
25,4tk8VzDIDPrKUzCKsQcPud,Americanarama,Hollerado,36,2010-01-26,False,0.583,0.838,5,-3.104,0,0.000193,0.0,0.274,0.638,98.005,201720,4
26,23XQfffAt5DiF3PZic9Fhc,Legend Of The Spaceborne Killer,Crobot,31,2014-10-28,False,0.228,0.885,8,-5.893,1,0.00486,0.0,0.115,0.565,151.956,198061,4
27,4CZrDF50zES5KDHmZbX2BG,Seven Nights In Eire,Reckless Kelly,54,2005,False,0.446,0.601,9,-7.604,0,0.164,9.65e-06,0.166,0.735,108.464,197440,4
28,2dZ5hBzX4qXgfEBW6uLo4Q,Ways To Get High,Pop Evil,39,2015-08-21,False,0.618,0.83,2,-7.636,1,0.000536,0.000827,0.0481,0.493,127.974,192255,4
29,5C77VLKWFMuVQMltxvGnmE,Agora,Bear Hands,26,2014-08-08,False,0.733,0.609,1,-5.164,1,0.201,0.00734,0.387,0.75,97.537,160013,4
