,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,4ikG90VyBLxudeiP5OvuUg,Beijing Honey,Scoundrels,48,2012-04-23,False,0.446,0.79,6,-3.785,0,0.00586,1.02e-06,0.0892,0.529,130.591,213507,4
1,2mMElb3GObwkGdVYtyT0nu,Electric Taco Stand,Spafford,38,2012-05-26,False,0.704,0.883,2,-6.404,1,0.0499,0.0162,0.107,0.591,124.961,263198,4
2,5zvrvBmmydCtXGZZok6Y40,Wasted,Kendall Street Company,32,2014-03-28,True,0.39,0.596,6,-7.675,0,0.517,0.0,0.111,0.425,99.361,215893,1
3,5GATiZMNerk6BLjPJp5aPL,Saturday,Whiskerman,32,2016-05-31,False,0.487,0.727,9,-5.667,1,0.151,0.0319,0.129,0.465,94.209,318827,4
4,3q3y1t3qSf0wOmmcNTf4K4,Chasin' Echoes - Re-Mastered,The Lonely Biscuits,45,2013-01-01,False,0.635,0.65,7,-6.803,0,0.000151,6.63e-06,0.108,0.333,91.05,222787,4
5,1HWC275yYP4lwfuNbpF3gh,So Cool,Illvis Freshly,29,2017-04-20,False,0.85,0.821,2,-1.533,1,0.207,0.0,0.608,0.777,100.003,225600,4
6,5JUcFTvDLN67VthAQlLQFe,Full Speed,Mike Pinto,41,2007-11-08,False,0.606,0.544,0,-6.931,1,0.207,1.96e-05,0.106,0.801,93.021,244027,4
7,4elyT6uqjf96gI0XWcp5C3,Wild in Our Streets,The Dirty River Boys,0,2018-10-19,False,0.609,0.674,7,-6.903,1,0.367,0.0,0.336,0.393,80.019,143678,4
8,1qCNFUbA2as1aYfTMnbcxs,You Look Good to Me,Fly Golden Eagle,36,2014-10-14,False,0.409,0.674,11,-6.642,1,0.0117,0.0025,0.274,0.75,192.121,230080,4
9,0FuNdpset5ucMtC8bg6rBP,Rock Ring Park (feat. Watsky & Herbal T),Herbal T,25,2015-04-25,True,0.577,0.795,6,-8.848,1,0.0192,3.56e-06,0.205,0.283,119.264,181395,4
10,1bfuN6xnKqbF4etWTpHq7p,Bales Of Cocaine,The Reverend Horton Heat,50,1993-04-20,False,0.572,0.945,7,-6.563,1,0.00712,0.0,0.153,0.543,147.732,131600,4
11,3BaZ1KVwCZBjQqLQqPlDbF,Wurlitzer Crowley,Mathien,39,2016-02-21,False,0.865,0.643,9,-9.435,1,0.281,0.0,0.318,0.917,120.013,204050,4
12,29sk6hDcQx4c6rGJTkopmp,Cut Chemist Suite,Ozomatli,39,1998-01-01,False,0.855,0.716,11,-7.882,0,0.0758,0.124,0.539,0.687,98.091,272547,4
13,6ja9WsXHcz9s6Egpy8b9az,Let It Rock,Jerry Garcia,47,1974-06-15,False,0.685,0.83,11,-9.021,1,0.483,0.00372,0.157,0.963,134.782,194933,4
14,4RCxgNGNzgIeyDGajCPC5F,"My Head Hurts, My Feet Stink And I Don't Love Jesus",Jimmy Buffett,48,1976-01-01,False,0.589,0.494,7,-12.201,1,0.523,4.77e-05,0.412,0.848,89.947,155533,4
15,59WuwPT9n3DxB80G9RIGgQ,Sun,Cake,0,2019-09-20,False,0.565,0.144,5,-15.652,0,0.606,0.788,0.41,0.169,84.899,261250,4
16,7G8iVDcFO6teklmp1lSXeO,Mental Karate,Thumpasaurus,0,2018-07-24,False,0.72,0.927,2,-4.192,1,0.0946,3.14e-06,0.0866,0.632,155.078,175008,4
17,7DS7O8a9QeNHgdXrd4wLPq,Do More Good,Cordovas,0,2020-10-16,False,0.328,0.617,7,-5.592,1,0.564,4.86e-05,0.26,0.635,174.681,177667,3
18,0AKCM16snL1k7CWXI3nG1h,Fussin',Begonia,34,2017-06-01,False,0.784,0.703,5,-4.368,0,0.203,2.36e-06,0.237,0.724,104.015,234786,4
19,6cy9iNLazUgF4WZR42Qtpv,Meridian,The Late Ones,47,2018-10-26,True,0.777,0.678,8,-8.255,0,0.0474,0.000599,0.121,0.857,155.089,268347,4
20,09AUGRhTT7vYCzfCjPFqMr,Rollin',Current Swell,0,2014-05-06,False,0.509,0.623,11,-6.735,0,0.0498,0.00144,0.175,0.421,149.036,242480,4
21,16heKvIO5DHYCgLOldGJcS,Bread and Butter,Bhi Bhiman,34,2015-05-18,False,0.311,0.902,4,-5.054,1,0.0237,0.0,0.14,0.789,105.641,240280,4
22,6A5TfKoAe2TZcwSUnodbrS,Big Black Bird,Blitzen Trapper,47,2009-08-25,False,0.65,0.791,7,-4.956,1,0.0357,0.0961,0.109,0.903,148.078,167267,4
23,41jrKdpxazRtWMZOQ5eNQH,Feed Me,Fulton Lee,22,2018-12-08,False,0.824,0.46,6,-8.301,0,0.0306,0.00681,0.172,0.899,167.994,203480,4
24,5qtuGXw4Zrym0m7iG8uTHu,God Man Blues,Kolton Moore & the Clever Few,57,2013-01-24,False,0.595,0.378,2,-10.673,1,0.472,8.55e-05,0.0783,0.607,149.601,203080,4
25,6jkdtZ0mDG5HKZHNkvRbRr,Nugg It,Sun-Dried Vibes,26,2014-04-08,True,0.676,0.71,6,-6.75,0,0.148,0.0,0.135,0.645,143.931,190413,4
26,5zWXzxvtOKeXP3B8YoXgnQ,Earache My Eye,Alice Bowie,41,1978,False,0.553,0.91,11,-8.073,0,0.174,0.0109,0.25,0.64,90.484,150453,4
27,796q3QyIvgAjWh485Ssk9v,9 to 5,Still Time,38,2007-01-01,True,0.718,0.756,6,-5.686,0,0.419,3.18e-06,0.198,0.848,98.53,298893,4
28,4QDU4Wr9Jp0CRV2SaslhGv,The Drop,The Bones of J.R. Jones,45,2018-05-11,False,0.586,0.8,2,-6.358,1,0.047,0.00187,0.186,0.661,88.287,196843,4
29,5GA9j9gDYRtpjn5sTJGgwF,Hell Yeah,Bob Wayne,29,2017-05-05,True,0.651,0.934,9,-5.978,1,0.00425,0.00538,0.323,0.68,127.007,179667,4
