,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,52tjHPPO2jw6YOrL4pZepe,Son's Gonna Rise (feat. Robert Randolph) - New Radio Mix,Robert Randolph,54,2003-03-24,False,0.598,0.786,9,-3.601,0,0.0875,0.0,0.0945,0.547,79.785,231867,4
1,0ekyAJBNyO8ixbPhFBLaJa,Unkind,Sloan,33,2011-05-10,False,0.68,0.744,2,-7.124,1,0.00498,0.000741,0.114,0.555,128.002,257493,4
2,42YgaJLCehufTbH2orwBHM,Back To The Shack,Weezer,50,2014-10-07,False,0.441,0.69,1,-5.214,1,0.00686,7.43e-05,0.0375,0.642,171.907,185160,4
3,7uYoO8Jt7BUib2teUpLFLZ,Little Bird,The White Stripes,52,2000-06-20,False,0.273,0.776,1,-7.742,1,0.479,0.903,0.099,0.466,159.33,186800,4
4,22XUEsZZoxhzZJLipqpula,My Tortured Soul (feat. Eric Wagner),Eric Wagner,32,2004-02-10,False,0.192,0.96,7,-1.727,1,0.000127,0.00762,0.039,0.234,150.628,299904,4
5,4gTY8ihmN2YHOHt7mVuxTQ,Lungs,Steve Earle,35,2009-05-12,False,0.583,0.638,7,-10.012,1,0.0653,0.000738,0.19,0.672,92.044,138920,4
6,1QvMOzjLKmoADvf8RChB5M,Gawd Above,John Fullbright,32,2012-05-08,False,0.644,0.551,0,-9.681,1,0.119,9.14e-05,0.107,0.816,105.024,217440,4
7,2fT1G3XgOSrf1yoj4pI6ux,Blood In The Water,Shaman's Harvest,42,2015-04-27,False,0.373,0.681,6,-4.534,1,0.259,7.9e-06,0.653,0.227,137.792,267680,4
8,6BdD561PmmMhpUYI7Qhaut,Everything To Everyone,Everclear,59,1997-10-07,False,0.646,0.945,0,-5.689,1,0.0919,1.53e-05,0.0599,0.796,100.027,200267,4
9,3x8U016wnUlSVn4JCn9jag,Reaching,Ida Mae,32,2019-06-07,False,0.499,0.395,10,-5.839,1,0.521,4.23e-05,0.147,0.547,81.685,195467,4
10,2pYY9r8kEKur6zGf50QZDa,Footprints,Escondido,30,2016-02-05,False,0.52,0.666,5,-5.992,0,0.00675,0.004,0.17,0.277,111.985,208072,4
11,1Oo2c7AkswvVkO0ZDTiOZs,Blood And Roses,The Smithereens,37,1986,False,0.479,0.684,6,-14.152,1,0.0101,0.00773,0.059,0.814,120.799,216933,4
12,6Wz65CyzyH5lY3AjJNIqZZ,Gotta Leave,Davy Knowles,40,2018-06-01,False,0.458,0.536,10,-6.103,0,0.605,1.78e-06,0.109,0.308,156.939,349893,3
13,4yoeMwVsbqqNxvqvarSjXj,Riding the Dunes,Valley of the Sun,38,2011-06-09,False,0.323,0.962,9,-3.188,1,0.00203,0.743,0.317,0.309,165.028,363686,4
14,56ihodFNi0RNFGS55jbTDq,Tired Wings,The Four Horsemen,29,1991-01-01,False,0.434,0.734,9,-13.558,1,0.00325,0.0713,0.124,0.559,89.746,334440,4
15,2gBq12zOMMa5ZAl9zFMjfK,The Confessor,Joe Walsh,41,1985,False,0.259,0.293,9,-15.169,1,0.137,0.00336,0.0671,0.297,68.139,426533,4
16,7qRKONExTItyXpvgXh187M,Tired Old Dog,The Devil and the Almighty Blues,42,2015-02-16,False,0.468,0.563,1,-7.773,1,0.0379,0.0896,0.0956,0.43,83.742,387669,4
17,7tHL2RNd5r67bKd5WITs67,Early Prayers,Tomorrows Bad Seeds,34,2007-01-01,False,0.409,0.763,7,-6.945,1,0.00373,0.000327,0.8,0.527,188.253,245307,4
18,2A4trGrL8E8F44BAvbRVVo,In My Head...Or Something,Desert Sessions,36,2003-01-01,False,0.439,0.967,2,-2.274,1,0.0544,7.35e-05,0.195,0.278,127.797,279960,4
19,50mKGx40EqwIekEwWpC47m,You Don't Know What It's Like,Econoline Crush,39,2001-01-01,False,0.419,0.929,11,-4.036,1,0.00762,1.96e-06,0.124,0.352,164.08,246333,4
20,4U5eH2nnvYg2w2ngxpAne1,Way Down and Far Below,Blind Melon,32,2019-09-13,False,0.462,0.603,11,-6.087,0,0.0908,1.22e-06,0.174,0.446,129.796,302289,3
21,69MIOivDxnZtpES12Ysj32,Shock Me,Baroness,5,2015,False,0.397,0.908,7,-4.062,0,4.58e-05,0.623,0.21,0.12,125.872,257206,4
22,7b99bKz9EbpLELLS878z7D,Damned (If You Do),The Mavericks,23,2017-03-24,False,0.611,0.882,7,-6.336,1,0.165,0.000677,0.112,0.961,115.02,239168,4
23,3D1KJDYzil6F41n99RFrRH,Finish What Ya Started,Van Halen,40,1988-05-15,False,0.774,0.797,9,-14.784,1,0.538,0.000241,0.0597,0.964,125.153,264867,4
24,0WaeYt2vnggJ7i1eXOQ6lT,Kidney in a Cooler,Keller Williams,29,2002-02-19,False,0.645,0.574,7,-12.268,1,0.56,9.21e-05,0.124,0.748,103.921,362827,4
25,0rFGRm2oNO9qeyebvGC8MI,Lite Dream,Diarrhea Planet,30,2013-08-20,False,0.117,0.879,6,-6.061,1,0.00039,0.267,0.118,0.0636,173.245,229166,4
26,1kJYJIRMh17rYAnQpMD5um,Green Light Girl,Smokestack,36,2001-01-19,False,0.384,0.944,0,-4.007,1,0.000542,0.00455,0.401,0.547,152.791,186400,4
27,4iq4qGK9stV67Sf63dICAb,Some Kinda Hate,Mad Caddies,34,2018-06-15,False,0.712,0.695,11,-5.46,0,0.00403,0.323,0.307,0.72,108.018,199492,4
28,3X4EjG1Uzj0EPeuKlaGNPr,Roxanne (Live),Lacey Sturm,34,2016-02-12,False,0.462,0.836,1,-4.902,1,0.00415,1.54e-05,0.878,0.192,125.072,325560,4
29,2jqua17r7DJuqRXl1uJwJM,Fire Escape,Fastball,50,1998-01-01,False,0.576,0.813,6,-5.69,1,0.00354,0.143,0.0712,0.857,125.686,201133,4
