,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,7vekvqFt9YQA0ZQKFrv6Ml,Have A Cigar,Primus,47,1992-03-12,False,0.673,0.762,4,-9.544,0,0.0109,0.186,0.0543,0.749,133.793,327200,4
1,7KgVUnGCMEXBwY2EeqGlaI,Comedown - Remastered,Bush,54,1994-12-06,False,0.469,0.803,11,-5.03,0,6.53e-05,0.00024,0.121,0.384,139.631,326667,4
2,2t34JLaa7IMm07Ut0Z1Vi7,Big Eyed Fish,Dave Matthews Band,48,2002-07-16,False,0.516,0.584,7,-6.452,1,0.319,0.000167,0.184,0.437,81.485,304493,4
3,3mwLIWu6drN0n6t9e5bwjG,Heroes,Shinedown,55,2005-10-04,False,0.379,0.901,0,-4.81,0,6.84e-05,2.97e-05,0.0933,0.691,168.976,204027,4
4,4pMQBg2iS0iNwCCQOsXcOM,Bear's Gone Fishin',Widespread Panic,40,1999-02-05,False,0.548,0.919,0,-5.318,1,0.0878,0.0507,0.119,0.473,113.053,263160,4
5,3qiDkKNPtSSgJZEpoC74M3,Complainer,Cold War Kids,48,2019-11-01,False,0.708,0.462,6,-6.419,1,0.352,8.34e-06,0.112,0.495,99.988,219680,4
6,4NVKpvX9pcSeoKiNvjmb5X,Feet Don't Fail Me,Queens of the Stone Age,58,2017-08-25,False,0.513,0.806,2,-6.947,1,0.0184,0.00226,0.0976,0.299,109.332,341825,4
7,2rm4CNyzlEGs3PcK91wzGe,Tweeter And The Monkey Man,Traveling Wilburys,58,1988-10-18,False,0.803,0.861,9,-5.393,0,0.103,0.0,0.0801,0.899,110.528,327853,4
8,5cNvmC1jEnA6QwnOvHpUo7,Old devils,William Elliott Whitmore,45,2009-02-17,False,0.473,0.461,9,-10.643,0,0.381,1.44e-06,0.118,0.408,102.116,218520,4
9,63p17zIm89IwFX7xIVTsA7,Sing Along (feat. Dave Matthews),Blue Man Group,33,2003-04-22,False,0.728,0.672,10,-6.853,0,0.282,0.00394,0.0858,0.723,136.118,205760,4
10,2PcaG4tBM9gi9eAGXJBoIY,Levitate,I Mother Earth,36,1993,False,0.498,0.987,2,-4.943,1,0.00455,0.0272,0.252,0.241,101.833,297373,4
11,1ZESGzWrFSwXPplkscUsUR,Something Beautiful,Lenny Kravitz,48,2010-01-01,False,0.776,0.487,0,-5.57,1,0.107,0.000122,0.0621,0.779,154.097,221360,4
