,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,3iK2K8CANy7nIgA0rVVYTW,Smoking Dope n Rock n Roll,Andy Frasco & the U.N.,45,2014-06-03,False,0.802,0.737,0,-4.902,1,0.655,0.0,0.123,0.825,116.054,169680,4
1,1dpWCuTNt2Ald7vjBES5Qe,Oogum Boogum Song,Brenton Wood,41,2012,False,0.887,0.506,7,-10.036,1,0.645,0.0,0.238,0.913,112.625,150827,4
2,3BTjSas8phpsT63ELSCg3K,Cowboys And Chorus Girls,ALO,39,2012-01-01,False,0.673,0.712,7,-8.678,1,0.258,0.248,0.125,0.338,115.035,465147,4
3,3IiXKqtwrXKBQKcQ0gHPt5,Power Ups,RDGLDGRN,35,2013-01-01,False,0.58,0.85,2,-4.3,1,0.0102,0.00015,0.124,0.707,90.011,187027,4
4,7mzpnsri39waNkxFCWzbyx,Mud featuring Ivan Neville,Pimps of Joytime,35,2017-03-24,False,0.866,0.543,9,-6.973,1,0.0122,4.19e-05,0.334,0.761,139.927,260173,4
5,5JiWVG8j9TmqwZ8zZGAtjZ,Kick Down,Long Beach Dub Allstars,47,1999-01-01,False,0.804,0.605,9,-6.213,1,0.148,0.0,0.103,0.63,89.969,283893,4
6,2jXhm9rDyfoKKgTffUYqmw,Okayalright,moe.,0,2003-02-04,False,0.507,0.898,0,-4.586,1,0.00174,0.000172,0.0524,0.846,172.63,252027,4
7,4eakTLMeu8UieIMyKX69EV,Screw the Government,Mountain Sprout,36,2007-01-01,False,0.43,0.676,7,-5.376,1,0.0634,3.5e-05,0.163,0.732,105.179,209213,4
8,1NpLCZNSYEegtDYCRA5PNN,Scarlet Begonias,Sublime,63,1992-06-01,False,0.86,0.807,4,-7.945,0,0.156,0.0217,0.104,0.551,97.363,211387,4
9,1193tpX9fUwYzwBHX9rPPb,Rona Pollona,Andrew Livingston,25,2020-08-31,True,0.613,0.894,0,-7.315,1,0.0206,0.352,0.169,0.548,95.0,190819,4
