,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,7wzOqgMAX3w3zeqQL4j0dK,Tell Ya Story Walking,The Fumes,34,2006,False,0.371,0.897,7,-5.0,1,0.00193,0.0119,0.328,0.641,105.45,409987,4
1,0mg6jbSRdINFZOPt8bt3AZ,Soft Serve,Soul Coughing,40,1996-09-20,False,0.743,0.443,0,-11.592,1,0.0232,0.00316,0.103,0.545,90.231,192733,4
2,7tr1yUIZfoN7xsdiNrng8t,Who Did That to You,Shawn James & the Shapeshifters,35,2014-05-27,False,0.119,0.755,4,-3.458,0,0.168,0.0,0.144,0.5,199.466,264847,4
3,56CGX19zzO4kXWdB6k35xp,Waslaha,The Wanton Bishops,47,2016-11-04,True,0.46,0.727,0,-5.74,1,0.0082,0.000828,0.276,0.437,76.053,158147,4
4,5wf4k2z5mlfWIlE4wkqo8A,Simple Man - 2005 Remaster,Deftones,43,2005,False,0.327,0.782,8,-5.407,0,6.49e-05,0.309,0.123,0.296,119.801,380640,4
5,6AXIgQRvorhGyeBM0Jby9E,Glory,Jamie N Commons,38,2016-08-05,False,0.576,0.738,4,-4.505,0,0.0221,0.0354,0.122,0.365,78.006,198573,4
6,52YsO95wlDUHdv4mhHglAv,Psycho Killer,One Bad Son,37,2014-09-02,False,0.565,0.884,1,-5.115,1,8.44e-05,0.015,0.106,0.741,122.013,284696,4
7,2wD8fhmbaM2e1823FJEitJ,Dig Gravedigger Dig,Corb Lund,55,2012-08-14,False,0.732,0.424,2,-6.92,0,0.456,0.0,0.13,0.748,86.233,250653,4
8,7yCjbDSiIKptXfpvI2Mmut,Gun Street Girl,Tom Waits,42,1985-09-30,False,0.774,0.413,9,-10.955,0,0.537,8.48e-05,0.0462,0.488,66.143,277293,4
9,5bD0GfMS9DE9vHVA1Lj5wr,I Ride At Dawn,Charlie Musselwhite,26,2013-01-01,False,0.589,0.245,0,-14.808,1,0.808,0.191,0.0967,0.35,101.171,281733,4
10,3eFepXGITXNDXXHUNqouxi,Shake Me Down,Cage The Elephant,54,2011-01-01,False,0.457,0.613,9,-5.756,1,0.00463,0.000406,0.0711,0.132,105.111,211373,4
11,5R1JHfdhT7zininQOdnAjq,Zero Fucks Given,The Picturebooks,37,2017-03-10,True,0.371,0.61,11,-7.279,0,0.0212,0.0673,0.0905,0.324,73.764,197493,4
12,5W1Qt1tvO4OESyz7up2dkW,Outer Space,Yelawolf,44,2015-04-21,True,0.745,0.973,0,-3.375,1,0.0843,0.00572,0.331,0.429,117.03,241213,4
13,4lB8DlkAdlHyjHpvSwv7az,Parsonz Curse,Royal Thunder,37,2012-05-22,False,0.168,0.813,1,-6.856,1,0.000361,0.00401,0.0922,0.291,156.969,417720,4
14,4AQhRVbf94CfX8muGSY1yZ,Widow,Evan Bartels,32,2017-10-15,False,0.508,0.597,9,-7.062,1,0.00465,0.0,0.365,0.31,147.915,339520,4
15,4hXFaRVHANKX0kuieBB3qq,"Don't Step On The Grass, Sam",Steppenwolf,46,1968-10-01,False,0.539,0.429,8,-15.279,1,0.496,5.73e-06,0.398,0.609,75.479,342187,4
16,4ZsfKsGaZh1lZ961ZPXT2W,Hey Friend,JEFF The Brotherhood,9,2011-01-01,False,0.253,0.651,2,-5.242,1,0.00341,0.647,0.408,0.158,155.22,248867,4
