,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,1dEOKKLDpgHJGYKmMujxrN,My Cousin Greg,Houndmouth,35,2015-03-16,True,0.274,0.562,11,-6.958,1,0.0014,0.0,0.854,0.575,167.492,236719,4
1,2AXdmEqFOj4Wso8ehozHbi,Alcoholic,Bumpin Uglies,43,2015-03-21,True,0.471,0.696,11,-6.568,0,0.0838,5.74e-05,0.279,0.617,99.858,257093,4
2,5lQdEuIp7afgSdNwbMimfG,Paper Girl,July Talk,39,2013-01-01,False,0.732,0.567,7,-5.478,1,0.0671,7.33e-05,0.0663,0.715,132.06,199333,4
3,7JAg3hNqZVTE4vCVPl6cFu,Jump Right In,The Urge,40,1998-04-21,False,0.688,0.774,0,-4.689,0,0.0127,7.38e-06,0.106,0.669,104.134,223027,4
4,0Ko9gGyOSjYxb71VBZotZW,Boss D.J.,Sublime,55,1994-03-01,False,0.586,0.261,7,-7.107,1,0.741,0.0,0.168,0.559,126.057,171693,4
5,0n5r7al6SnOg4FK3q7cgKa,Baby I Love You,The Yayhoos,31,2001-08-07,False,0.721,0.505,4,-6.879,1,0.0393,1.7e-05,0.102,0.742,108.533,239773,4
6,4lHUT3S9EHhbWXroQaJOqq,Let's All Go To The Bar,Deer Tick,33,2011-10-24,False,0.299,0.895,9,-7.18,1,0.0281,0.0,0.36,0.445,175.588,198413,4
7,3KCe6kQRItWLSy8lMDxr2s,One-A - New Mix - 2008,illScarlett,33,2006,False,0.623,0.847,7,-4.186,1,0.0208,0.0,0.0701,0.692,91.973,222987,4
8,5TGHd1XiwkNSBIMWmhNQ6v,Fever Dog,Still Water,45,2000-09-12,False,0.577,0.812,9,-6.075,1,0.000116,0.000255,0.065,0.735,128.81,189093,4
9,27a4JGlt3dr038nWQjuO8G,Closer to the Sun - Live,Karl Denson,37,2011-09-13,False,0.623,0.434,7,-10.979,1,0.00715,0.00255,0.318,0.153,80.811,284523,4
