,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,0Fnb2pfBfu0ka33d6Yki17,All Along the Watchtower,Bob Dylan,55,1967-12-27,False,0.581,0.41,1,-12.617,0,0.475,2.04e-05,0.0746,0.697,129.175,151093,4
1,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,84,2005-05-23,False,0.818,0.705,6,-6.679,1,0.00836,0.00233,0.613,0.772,138.559,222640,4
2,2iWfZFAF8BCi0CY4NyuP8D,Gamma Ray,Beck,52,2008-07-08,False,0.603,0.909,11,-4.213,0,0.109,0.249,0.329,0.7,168.116,176920,4
3,2nvC4i2aMo4CzRjRflysah,In My Place,Coldplay,72,2002-08-08,False,0.424,0.588,9,-5.455,1,0.0553,4.95e-06,0.298,0.193,144.636,226680,4
4,1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,77,1997-02-10,False,0.674,0.789,8,-6.903,1,0.00178,0.00708,0.0753,0.918,129.802,121160,4
5,297lTBnCfkMyqzCfDCpqn6,They Say,Daron Malakian and Scars On Broadway,61,2008-07-29,True,0.469,0.991,1,-1.275,1,0.00162,1.43e-06,0.0826,0.46,139.765,167973,4
6,75zMKn5euxQdlkZgu4P42J,Sympathy For The Devil,The Rolling Stones,64,1989-08-15,False,0.728,0.681,9,-10.943,1,0.61,0.0,0.0559,0.578,115.944,376800,4
7,6JgaXEw7LqOCstcZfZGb1h,Blue Day,Darker My Love,22,2008-08-05,False,0.384,0.979,2,-5.065,1,2.26e-06,0.149,0.275,0.316,92.997,251773,4
8,4jU7NPkz4HVnM4hweqNhI1,Blue Orchid,The White Stripes,66,2005-06-07,False,0.481,0.645,10,-8.535,0,0.0863,6.2e-06,0.332,0.612,151.307,157560,4
9,0r070BQd1eQU259p6vqsmT,Gratitude,Beastie Boys,23,1999-01-01,False,0.414,0.901,2,-8.084,1,0.33,0.257,0.222,0.699,160.977,165373,4
10,67eX1ovaHyVPUinMHeUtIM,Hurts So Good,John Mellencamp,72,1982,False,0.785,0.737,9,-5.306,1,0.042,0.000107,0.108,0.971,125.447,218960,4
11,3Oma5sqEUJ2VWvvAR2RIko,Only Happy When It Rains,Garbage,44,1995,False,0.516,0.82,11,-4.975,1,4.12e-05,0.0005,0.22,0.478,121.454,236533,4
12,1dXI8y092wVk5Dz4nBjR26,Sowing Season (Yeah),Brand New,37,2006-01-01,False,0.471,0.716,4,-4.038,0,0.00973,0.0859,0.216,0.191,114.293,270733,3
13,5CuUKQ84YDMCfMRsGrLZfM,"Steady, As She Goes",The Saboteurs,48,2006-05-15,False,0.525,0.578,9,-4.563,1,0.0132,0.00916,0.108,0.537,123.696,215267,4
14,4h8vFK3v16aTsKnG1j6VCj,"Cigarettes, Wedding Bands",Band of Horses,43,2007-10-09,False,0.274,0.76,9,-4.374,0,0.0726,0.0,0.172,0.504,125.727,275507,3
15,2UPtf64KU11lUicxFai0bm,Ex-Girlfriend,No Doubt,0,2000-01-01,False,0.543,0.896,4,-4.101,0,0.013,0.00173,0.199,0.647,173.135,211667,4
16,1PehfITh0TTRx3LkDdV4h3,Fame - 2016 Remaster,David Bowie,60,1975-03-07,False,0.786,0.555,10,-10.276,1,0.454,0.0173,0.0826,0.673,95.1,261373,4
17,5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,72,1976,False,0.814,0.672,9,-12.068,1,0.0435,0.0,0.061,0.933,109.394,300000,4
18,2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,David Bowie,79,1982-05-03,False,0.671,0.712,2,-7.815,1,0.429,0.0,0.103,0.462,113.805,248440,4
19,2ge7DFWaeEPrgfaqjrCiPA,Woman From Tokyo - 1999 Remix,Peter Denenberg,18,1973-01-13,False,0.553,0.712,0,-8.546,1,0.00399,0.0391,0.194,0.51,127.44,397400,4
20,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,82,2008-09-23,False,0.542,0.905,9,-5.653,1,0.00172,0.0104,0.136,0.374,153.398,203347,4
21,1BY1Vd2Bt6JPOhMvsIwtVv,Dancing With Myself,Billy Idol,70,1985,False,0.51,0.696,4,-10.83,1,0.0157,0.000104,0.297,0.905,176.568,359733,4
22,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,3 Doors Down,79,2000,False,0.545,0.865,11,-5.708,0,0.00664,1.1e-05,0.168,0.543,99.009,233933,4
23,5qJvC6WxZ7cm3mHn2t5MQE,Mirror People,Love and Rockets,27,1987,False,0.45,0.751,2,-8.246,1,0.000123,0.00256,0.118,0.488,125.694,245933,4
