,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,4MYb7NWLwXNDB7bYs3HeX8,Slow Ride,Foghat,69,1975,False,0.493,0.586,2,-13.916,1,0.0202,0.00106,0.102,0.656,113.618,232533,4
1,473dVAB97y06dfl6OBb1uj,Talk Dirty To Me,Poison,53,2011-01-01,False,0.49,0.951,11,-3.888,1,0.00888,0.00126,0.376,0.628,158.075,224960,4
2,0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,Pat Benatar,73,1980-08-05,False,0.741,0.58,4,-9.05,1,0.117,3.31e-05,0.212,0.944,127.402,171267,4
3,4Q4w8aRdfhIIEhBututktL,Story of My Life,Social Distortion,62,1990-03-27,False,0.328,0.884,6,-7.982,1,0.0676,0.0166,0.327,0.686,201.868,346333,4
4,6KTv0Z8BmVqM7DPxbGzpVC,Rock And Roll All Nite,KISS,77,1975-03-19,False,0.654,0.929,1,-5.906,1,0.0468,0.0,0.0539,0.902,144.774,168840,4
5,4vO9dmzNRqDhFY3jD1a3P7,Mississippi Queen,Mountain,71,1970,False,0.581,0.624,9,-8.346,1,0.0987,0.0,0.0411,0.637,139.714,151293,4
6,6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Cream,61,1967-11-02,False,0.684,0.481,2,-12.59,1,0.475,6.57e-05,0.118,0.784,115.078,250000,4
7,5Z8EDau8uNcP1E8JvmfkZe,School's Out,Alice Cooper,70,1972,False,0.294,0.745,5,-9.138,1,0.05,0.125,0.676,0.347,134.364,210107,4
8,4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,74,1977-05-14,False,0.548,0.691,4,-13.553,0,0.015,0.106,0.144,0.667,137.145,261933,4
9,0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,76,1996-04-16,True,0.412,0.919,5,-7.291,1,0.0124,0.0601,0.424,0.572,166.367,229467,4
10,70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,77,2006-09-27,False,0.467,0.988,11,-3.313,1,0.000152,0.0484,0.28,0.321,130.433,220427,4
