,id,title,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,1hqrYSqvNc9x3BETX1cZhk,Shout At The Devil,Mötley Crüe,11,1983,False,0.489,0.953,0,-4.615,1,0.02,0.00021,0.113,0.447,94.443,195853,4
1,7txxAtOMwLLnQTpKeBL6bp,Mother,Danzig,76,1988-01-01,True,0.365,0.763,11,-9.45,0,0.00726,0.000457,0.0865,0.342,148.366,204867,4
2,2ccUQnjjNWT0rsNnsBpsCA,Surrender,Cheap Trick,70,1978-04,False,0.524,0.955,0,-7.081,1,0.00717,8.77e-06,0.659,0.869,133.849,253733,4
3,2MVcTN1zcj0eThnzn2TKvE,Woman,Wolfmother,51,2015-09-25,False,0.157,0.949,2,-3.656,1,5.9e-05,0.236,0.151,0.222,160.708,176373,4
4,1oIRVLLjoRhmxX0PtfSrXz,Tonight I'm Gonna Rock You Tonight,Spinal Tap,37,1984-01-01,False,0.398,0.859,9,-10.572,1,0.00264,6.46e-05,0.0305,0.72,92.132,156267,4
5,0UCg6lnG2MXpuEpf8Pk1MV,Strutter,KISS,63,1974-02-18,False,0.511,0.912,1,-5.618,1,0.0247,0.0553,0.0943,0.833,131.339,190867,4
6,11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,78,1993-09-21,False,0.256,0.641,1,-10.283,1,0.199,0.0329,0.0853,0.382,203.006,281160,4
7,1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,75,1979-10-02,False,0.577,0.808,1,-7.04,0,0.0338,1.33e-05,0.221,0.869,151.008,290280,4
8,0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,69,1978-02-10,False,0.454,0.946,1,-5.978,0,0.0223,0.0,0.173,0.647,138.18,156147,4
9,4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,76,1976,False,0.482,0.786,7,-5.735,1,0.00321,8.88e-05,0.446,0.793,126.755,323000,4
10,44wXefe8WB9Fd6xwtmAwbR,Monkey Wrench,Foo Fighters,69,1997-05-20,False,0.401,0.953,4,-4.276,1,1.83e-05,2.56e-05,0.149,0.555,174.217,231480,4
11,4A065x9kJt955eGVqf813g,Them Bones,Alice In Chains,68,1992-09-29,False,0.159,0.946,9,-5.756,1,0.0235,8.06e-06,0.387,0.309,165.014,149467,1
12,00sydAz6PeOxYzwG1dRIPi,Search and Destroy - Iggy Pop Mix,The Stooges,54,1973-02-07,False,0.235,0.977,6,0.878,1,0.00353,0.00604,0.172,0.241,152.952,208133,4
13,3dXFWTTHi1yyb5kZgy5vbs,Tattooed Love Boys - 2006 Remaster,Pretenders,34,1980-01-11,False,0.631,0.887,7,-7.111,1,0.000905,0.000112,0.132,0.781,121.355,179093,4
14,0HVQuuXGAcQ2P5mBN521ae,War Pigs,Black Sabbath,59,2017-02-03,False,0.464,0.612,9,-12.019,1,0.116,0.00559,0.171,0.496,91.499,474400,4
15,7LygtNjQ65PSdzVjUnHXQb,Cherry Pie,Warrant,64,1990-10-14,False,0.472,0.946,2,-4.591,1,0.0372,0.0,0.352,0.486,177.489,201027,4
16,5UPXMTWxLwZxUIK7m3m48G,Who Was In My Room Last Night?,Butthole Surfers,9,2019-11-22,False,0.308,0.889,6,-8.691,0,0.000812,0.0119,0.271,0.255,182.063,249000,4
17,338gPBomyqx33wfeF1AGOd,Girlfriend,Matthew Sweet,52,1991,False,0.529,0.714,6,-6.315,1,0.00901,6.26e-06,0.0772,0.814,120.598,219800,4
18,1hIQPCM3oWXrpnXmgTDaKG,Can't You Hear Me Knocking - 2009 Mix,The Rolling Stones,65,1971-04-23,False,0.545,0.757,0,-5.228,1,0.408,0.045,0.16,0.714,152.217,436000,4
19,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses,78,1987-07-21,True,0.446,0.952,6,-5.321,1,0.0901,0.0857,0.112,0.624,125.303,356067,4
20,59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,80,1992,True,0.466,0.833,7,-4.215,1,0.0266,0.0,0.0327,0.661,88.785,313573,4
21,4kiVGEOrzWmEUCxXU21rtN,John The Fisherman,Primus,60,2006-01-01,False,0.604,0.948,7,-3.093,1,0.000816,0.00714,0.0446,0.861,115.132,216733,4
22,4FWC84DQU9Y07aPdiBwTy3,Freya,The Sword,46,2006,False,0.354,0.867,5,-5.078,1,4.64e-05,0.404,0.0748,0.436,93.389,274400,4
23,6MQOIEl0hPBaMf4r521xJR,Bad Reputation,Thin Lizzy,45,1977,False,0.396,0.8,1,-12.787,1,0.0044,0.231,0.241,0.825,124.408,186653,4
24,7gpavVMJwJYFNUzfzUdSv7,Last Child,Aerosmith,0,1980-11-11,False,0.599,0.613,8,-9.978,1,0.163,1.66e-06,0.047,0.767,84.22,206707,4
